record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-970e0ad95a46cb93,CAPITAL_IMPROVEMENTS|NATIVE|WTR-20-0012,src-3612749552838752,tpa-098cbcedd446c3,capital_improvements,WTR-20-0012,2023-12-31,2023-12,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Closeout,Yorkshire,Water,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-20-0012.pdf
rec-8784a2f8929526c1,CAPITAL_LOCATIONS_LINE|NATIVE|WTR-20-0012,src-de8c2e1918366185,tpa-098cbcedd446c3,capital_locations_line,WTR-20-0012,2023-12-31,2023-12,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Construction in Progress,Yorkshire,Water,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-20-0012.pdf
rec-00592802bf123608,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505994,src-1402bbf3c4121d97,tpa-b78675a8ea9248,construction_inspections,BLD-24-0505994,2023-12-27,2023-12,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,Gracepoint Wellness Tampa WPH,Commercial New Construction and Additions,2208 E Henry Ave,Seminole Heights East,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02YV4&agencyCode=TAMPA
rec-06a68cb3a89b4013,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0506048,src-d09fb1d6864e4843,tpa-82fb7e12470bc6,construction_inspections,BLD-24-0506048,2023-12-29,2023-12,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,OWNER - FEMA - Addition to Rear of Property,Residential New Construction and Additions (1 and 2 Family),4511 W Fig St,Westshore Palms,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02Z59&agencyCode=TAMPA
rec-0b190b65ec6a9df5,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505908,src-e96f60417158bd2a,tpa-0a90fc82c7f60e,construction_inspections,BLD-24-0505908,2023-12-21,2023-12,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,Facilitated Project | FEMA: PRIVATE PROVIDER: THRESHOLD: Phase 1: SITE/FDN: Gasworx Parcel E2,Commercial New Construction and Additions,1301 E 4th Ave,Historic Ybor,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02YGH&agencyCode=TAMPA
rec-131575e08fdc34bf,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505916,src-6284fe0fd24ec7b4,tpa-4f3dcd6e08c20e,construction_inspections,BLD-24-0505916,2023-12-22,2023-12,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,"New 2 Story SFR 4 beds / 4 baths with 2 car garage, patio, deck and balcony",Residential New Construction and Additions (1 and 2 Family),1914 W Grace St,North Hyde Park,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02YHN&agencyCode=TAMPA
rec-15484f7dd63fdf05,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505831,src-4472ac7da1079496,tpa-54ff524ddc9eed,construction_inspections,BLD-24-0505831,2023-12-20,2023-12,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,REISSUE - TIA Project: Interior/Exterior Alteration - Long Term Parking Garage - Level 4 & 8,Commercial Building Alterations (Renovations),4000 George J Bean Pkwy,Westshore,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02Y39&agencyCode=TAMPA
rec-19512aefb161b32d,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0506057,src-c5a38e4b19e12623,tpa-547aaa9b2aa0e8,construction_inspections,BLD-24-0506057,2023-12-29,2023-12,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,3-stories:Fee Simple Townhouses: 3 units,Commercial New Construction and Additions,3707 W McKay Ave,Golfview,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02Z8D&agencyCode=TAMPA
rec-1d929317d91a2e7b,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505629,src-09c443667e8f04e1,tpa-9b1d64a7e3328d,construction_inspections,BLD-24-0505629,2023-12-12,2023-12,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,REISSUE - New SFR 2 story w/ attached garage,Residential New Construction and Additions (1 and 2 Family),123 Adalia Ave,Davis Islands,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02WGM&agencyCode=TAMPA
rec-232dceb6ff1f7696,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505695,src-452e351af2047d1c,tpa-4b8f4954bc718f,construction_inspections,BLD-24-0505695,2023-12-14,2023-12,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,Walk in Freezer,Commercial New Construction and Additions,3902 E Columbus Dr,Jackson Heights,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02WZS&agencyCode=TAMPA
