record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-023cc2b7c10f2cd7,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505351,src-12d6fa73d3e9a465,tpa-9eca638e801c8e,construction_inspections,BLD-24-0505351,2023-11-30,2023-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,Additions - Animal Health & Wellness Center,Commercial New Construction and Additions,3809 N Armenia Ave,City of Tampa,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02U6Z&agencyCode=TAMPA
rec-0e0b25b5bf59c77f,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505186,src-8eb781102a97b177,tpa-2d2d42341a6d4c,construction_inspections,BLD-24-0505186,2023-11-20,2023-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,OWNER: Convert Carport to garage/1st and 2nd floor Addition,Residential New Construction and Additions (1 and 2 Family),2123 W Farwell Dr,Wellswood,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02SLZ&agencyCode=TAMPA
rec-180c1474c5ec1879,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505208,src-761e38b8c4bbaf8d,tpa-afeaa816c824b8,construction_inspections,BLD-24-0505208,2023-11-21,2023-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,New 4-Story Commercial Bldg. With 1st Floor Garage,Commercial New Construction and Additions,2309 E 3rd Ave,Historic East Ybor and Gary,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02T0F&agencyCode=TAMPA
rec-5f3777993f76234a,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505029,src-c46c3221e2ab321c,tpa-a774dc555eb167,construction_inspections,BLD-24-0505029,2023-11-14,2023-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,REISSUE - FEMA - Interior/Exterior Alteration,Residential Building Alterations (Renovations),4529 Henderson Blvd,Sunset Park,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02R5K&agencyCode=TAMPA
rec-72e5426382e7e2f2,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505091,src-6e021d8c795d9707,tpa-d1615793b23de1,construction_inspections,BLD-24-0505091,2023-11-16,2023-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,New 2-Story SFR,Residential New Construction and Additions (1 and 2 Family),2311 N Riverside Dr,Ridgewood Park,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02RTF&agencyCode=TAMPA
rec-858f73dc05235938,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505184,src-efdfe4ce8ad04d5e,tpa-e224e900af0bda,construction_inspections,BLD-24-0505184,2023-11-20,2023-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,REISSUE - TIA PROJECT: Ticketing Level - Automatic Door Replacement,Commercial Building Alterations (Renovations),4100 George J Bean Pkwy,Westshore,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02SLT&agencyCode=TAMPA
rec-904bc907f76917ab,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505248,src-6e59cf8a996f9304,tpa-b077b0eb4af3e4,construction_inspections,BLD-24-0505248,2023-11-27,2023-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,New 2-Story SFR,Residential New Construction and Additions (1 and 2 Family),6828 S De Soto St,"Port Tampa City, Inc. Civic Association",https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02TF9&agencyCode=TAMPA
rec-979b8d3e5d71f1b7,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505147,src-41f7ba0568a8b75b,tpa-2bba60a73e4e0f,construction_inspections,BLD-24-0505147,2023-11-18,2023-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,PRIVATE PROVIDER: New Retail Bldg- Site/Foundation/Shell,Commercial New Construction and Additions,11210 N 30th St,University Square,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02S96&agencyCode=TAMPA
rec-aca3f06d96fc2d5b,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505185,src-ff325c49900e7144,tpa-b1f512a0f493bf,construction_inspections,BLD-24-0505185,2023-11-20,2023-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,REISSUE - TIA PROJECT: Short-Term Parking Level 9 - Automatic Door Replacement,Commercial Building Alterations (Renovations),4100 George J Bean Pkwy,Westshore,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02SLV&agencyCode=TAMPA
rec-b06409918a952e5d,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0505180,src-27fbdac376e5d0cd,tpa-fc0ffdadb41b17,construction_inspections,BLD-24-0505180,2023-11-20,2023-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,TIA PROJECT: Baggage Claim Level - Automatic Door Replacement,Commercial Building Alterations (Renovations),4100 George J Bean Pkwy,Westshore,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02SLH&agencyCode=TAMPA
