record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-554d1109ebcb1f8b,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-16-0443835,src-d84cdc3ec3fba022,tpa-9884d682aede74,construction_inspections,BLD-16-0443835,2016-02-10,2016-02,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,REISSUE: GreenRoots,Commercial Building Alterations (Renovations),4034 W Kennedy Blvd,Swann Estates,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=16CAP&capID2=00000&capID3=004RS&agencyCode=TAMPA
