record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-04efb1ee3ccb5868,CAPITAL_IMPROVEMENTS|NATIVE|1001934,src-9bd42b54f6fed831,tpa-60fa1e9349c074,capital_improvements,1001934,2026-11-02,2026-11,capital_planned_start,planstart,source_reported_plan,1,1,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,30% Design Completion,Doyle Carlton Dr & Laurel St Intersection Improvements,Transportation,,Downtown River Arts,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001934.pdf
rec-9fc15ecb1fec4ed1,CAPITAL_IMPROVEMENTS|NATIVE|WTR-25-0002,src-055bcc6b8a7f3cbc,tpa-939fdc9d884da6,capital_improvements,WTR-25-0002,2026-11-01,2026-11,capital_planned_start,planstart,source_reported_plan,1,1,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,30% Design Completion,SE Lake Carroll WM Replacement,Water,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-25-0002.pdf
rec-0440912222103a29,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20050,src-8d404a41c65b694f,tpa-60fa1e9349c074,capital_locations_line,TRANS20050,2026-11-02,2026-11,capital_planned_start,planstart,source_reported_plan,1,1,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,30% Design Completion,Doyle Carlton Dr & Laurel St Intersection Improvements,Transportation,,Downtown River Arts Neighborhood Association,https://www.tampa.gov/project/trans20050
