folio,pin,site_address,site_address_normalized,site_city,site_zip,parcel_type,land_use_code,year_built,remodel_year,building_area_sqft,parcel_area_acres,market_value_usd,building_value_usd,sale_date,sale_amount_usd,vacant_or_improved,stories,source_object_id,source_url,snapshot_date,observed_at_utc,geometry_geojson
120965.0000,A-29-29-18-3SL-000017-00001.4,4508 W San Rafael St,4508 W SAN RAFAEL ST,Tampa,33629,,0100,1965,1995,1951,0.22,637857,248637,2026-04-25,600000,I,1,423140,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52105451678948,27.926588483960675],[-82.52128823848679,27.926590693042627],[-82.52129321163302,27.92623550800572],[-82.52105861835553,27.926232958403485],[-82.52105451678948,27.926588483960675]]]}"
120974.0000,A-29-29-18-3SL-000018-00001.3,4710 W San Rafael St,4710 W SAN RAFAEL ST,Tampa,33629,,0100,1967,1996,1612,0.21,353965,0,,0,,1,423151,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.5235716353252,27.926249551566734],[-82.52336764084974,27.926248264853125],[-82.52335398238098,27.926247972933886],[-82.52334895588577,27.926610722184655],[-82.52356738539332,27.92661264168464],[-82.5235716353252,27.926249551566734]]]}"
120976.0000,A-29-29-18-3SL-000018-00003.1,4714 W San Rafael St,4714 W SAN RAFAEL ST,Tampa,33629,,0100,1969,2008,1944,0.21,371276,0,1993-09-01,180000,I,1,423153,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52378997803513,27.926614889726814],[-82.5240047296845,27.926616822519545],[-82.52400742648399,27.926253050674873],[-82.52379258068858,27.92625146115317],[-82.52378997803513,27.926614889726814]]]}"
120989.0000,A-29-29-18-3SL-000019-00001.5,2107 S West Shore Blvd,2107 S WEST SHORE BLVD,Tampa,33629,,0100,1964,1994,1422,0.20,630006,170743,2013-04-25,365000,I,1,423168,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.5244866428129,27.926230939592283],[-82.52487404947375,27.926234964014004],[-82.52487514309254,27.926040701601618],[-82.52448841810123,27.92603736221695],[-82.5244866428129,27.926230939592283]]]}"
120990.0000,A-29-29-18-3SL-000019-00001.6,2106 S Occident St,2106 S OCCIDENT ST,Tampa,33629,,0100,2017,2021,4554,0.23,1896308,1284929,2015-03-24,286500,V,2,423169,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.525567799252,27.926049748337327],[-82.52518938947394,27.926045003919068],[-82.52518608160709,27.926270601039306],[-82.52556518212157,27.92627431317309],[-82.525567799252,27.926049748337327]]]}"
120995.0000,A-29-29-18-3SL-000019-00002.2,2119 S West Shore Blvd,2119 S WEST SHORE BLVD,Tampa,33629,,0100,1958,2005,1548,0.22,682779,211432,1973-01-01,25300,,1,423173,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52449863879912,27.924947413716286],[-82.52449657867011,27.925161964224344],[-82.52482890467314,27.92516344799613],[-82.52482901535254,27.925306476910993],[-82.52488524190123,27.92530660647509],[-82.52488581576596,27.92526534608658],[-82.52486007843896,27.925266131799592],[-82.5248628141814,27.92495118195538],[-82.52449863879912,27.924947413716286]]]}"
121002.0000,A-29-29-18-3SL-000019-00002.7,2115 S West Shore Blvd,2115 S WEST SHORE BLVD,Tampa,33629,,0100,1957,2005,1974,0.21,884081,432000,2025-04-04,1190000,I,1,423179,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52449487666786,27.925350727887874],[-82.52449301712818,27.925547057052206],[-82.52488225795315,27.925550385951713],[-82.52488469959054,27.925354399291628],[-82.52449487666786,27.925350727887874]]]}"
121004.0010,A-29-29-18-3SL-000022-00000.1,2303 S Hesperides St,2303 S HESPERIDES ST,Tampa,33629,,0000,,,0,0.67,793610,0,2026-03-23,1300000,V,,423187,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52037987038479,27.924238616762658],[-82.52074945105011,27.924239969655055],[-82.52112309821729,27.924241649086802],[-82.52112534422706,27.924024002563346],[-82.52112929619875,27.92377884319347],[-82.52092984030112,27.92377684801477],[-82.52072106500947,27.92399115054593],[-82.52038070700449,27.923988999533755],[-82.52037987038479,27.924238616762658]]]}"
121030.0100,A-29-29-18-3SL-000024-00001.5,4806 W San Miguel St,4806 W SAN MIGUEL ST,Tampa,33629,,0100,1988,2006,2940,0.28,1150391,705540,1992-03-01,300000,I,2,423215,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52481136594163,27.9242372626976],[-82.52480959908813,27.92447244301691],[-82.52473246822521,27.92447170541904],[-82.52472846998965,27.924785972458793],[-82.52475769593548,27.92478620493573],[-82.52475908556882,27.924512862222556],[-82.52495148147416,27.924515223469434],[-82.52515064915094,27.924517213908697],[-82.52515104498441,27.924459107093583],[-82.52515200311704,27.92429682026104],[-82.52515230473736,27.924239400537676],[-82.52481136594163,27.9242372626976]]]}"
121047.0000,A-29-29-18-3SN-000000-00007.1,2318 S Occident St,2318 S OCCIDENT ST,Tampa,33629,,0100,1968,2008,3190,0.25,1109043,650293,2020-08-17,735000,I,1,423237,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52519260443493,27.923137384662216],[-82.5251932529372,27.923361127678437],[-82.52523359727817,27.923359253852297],[-82.52523346739211,27.923372319447964],[-82.52559173877812,27.92337714158468],[-82.52559361814558,27.923142042925093],[-82.52519260443493,27.923137384662216]]]}"
121139.0000,A-29-29-18-3SS-000000-00029.0,4915 W Melrose Ave,4915 W MELROSE AVE,Tampa,33629,,0000,,,0,0.22,1144000,0,2019-03-04,800000,I,,423318,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52710386419734,27.927425783121706],[-82.52710148163628,27.92769259694112],[-82.52740681796247,27.927694521521914],[-82.52741017301972,27.927428735435207],[-82.52710386419734,27.927425783121706]]]}"
121177.0000,A-29-29-18-3SU-000000-00006.0,4921 W San Rafael St,4921 W SAN RAFAEL ST,Tampa,33629,,0100,1960,1960,3142,0.23,1168431,185751,1988-06-01,225400,I,2,423354,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.5277530321408,27.926469538350812],[-82.52775119523162,27.92680820720957],[-82.52800078601864,27.926810344989548],[-82.52800378210338,27.926470983152736],[-82.5277530321408,27.926469538350812]]]}"
121199.0000,A-29-29-18-3SU-000000-00028.0,4924 W San Rafael St,4924 W SAN RAFAEL ST,Tampa,33629,,0100,2021,2023,5889,0.23,2668869,2062100,1988-07-01,162000,I,2,423376,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.5280556577626,27.925994249543006],[-82.52805431941188,27.92633601177439],[-82.52830671560083,27.92633779263215],[-82.52830611772032,27.925996037832995],[-82.5280556577626,27.925994249543006]]]}"
121204.0000,A-29-29-18-3SU-000000-00033.0,4914 W San Rafael St,4914 W SAN RAFAEL ST,Tampa,33629,,0100,2009,2017,4196,0.23,1750862,1118856,2021-04-07,1385000,I,2,423381,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52680955069755,27.925984927438684],[-82.52681058113338,27.926356937543957],[-82.52686947137055,27.926341187223485],[-82.52692996917098,27.92633135865957],[-82.52699132431192,27.926327573838666],[-82.52705277198439,27.92632987990418],[-82.52705536662745,27.92598673757087],[-82.52680955069755,27.925984927438684]]]}"
121216.0000,A-29-29-18-3SV-000005-00004.0,2120 S Venus St,2120 S VENUS ST,Tampa,33629,,0000,,,0,0.12,204375,0,2017-09-22,364000,I,,423396,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52676921346857,27.92478505393234],[-82.52676871889253,27.924922584050144],[-82.52709185097169,27.92492375371106],[-82.5270922382559,27.924784505817655],[-82.52676921346857,27.92478505393234]]]}"
121222.0000,A-29-29-18-3SV-000006-00001.0,2119 S Venus St,2119 S VENUS ST,Tampa,33629,,0100,1996,2010,4714,0.22,1649760,1233551,2010-11-29,770000,I,2,423401,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52754716414925,27.924780153512994],[-82.52747023112053,27.924780449050285],[-82.52724533514251,27.924780966282707],[-82.52724306940513,27.925051904672056],[-82.52754906224204,27.925051419770444],[-82.52754716414925,27.924780153512994]]]}"
121224.0000,A-29-29-18-3SV-000006-00004.0,4906 W San Miguel St,4906 W SAN MIGUEL ST,Tampa,33629,,0000,,,0,0.18,309000,0,2009-11-30,325000,I,,423403,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52776074021946,27.924779679161386],[-82.52775857562396,27.92505130479559],[-82.52800902441348,27.92505103258568],[-82.5280121539077,27.924779058534195],[-82.52785780156736,27.92477930632573],[-82.52776074021946,27.924779679161386]]]}"
121234.0000,A-29-29-18-3SV-000009-00005.0,4910 W Dryad St,4910 W DRYAD ST,Tampa,33629,,0100,1965,2007,2218,0.17,315012,0,2023-07-10,905000,I,1,423410,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52785734683007,27.92437070755466],[-82.52809415032762,27.924370831315237],[-82.52809612505554,27.92410023603563],[-82.5278587386989,27.92409942777205],[-82.52785734683007,27.92437070755466]]]}"
121235.0000,A-29-29-18-3SV-000009-00006.0,4912 W Dryad St,4912 W DRYAD ST,Tampa,33629,,0100,1969,1969,1948,0.14,410944,148549,2025-06-18,550000,I,2,423411,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52828512298314,27.924100542750118],[-82.52809612505554,27.92410023603563],[-82.52809415032762,27.924370831315237],[-82.52828353478283,27.924371134740483],[-82.52828512298314,27.924100542750118]]]}"
121249.0000,A-29-29-18-3SV-000011-00008.0,4831 W San Jose St,4831 W SAN JOSE ST,Tampa,33629,,0100,1964,2007,1784,0.12,500500,292946,2025-01-10,640000,I,2,423432,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.5266249464234,27.923412043153288],[-82.52677881557179,27.923412486247187],[-82.52678057095414,27.923134315117352],[-82.52662648040761,27.92313443687451],[-82.5266249464234,27.923412043153288]]]}"
121253.0000,A-29-29-18-3SV-000012-00005.0,4910 W Juno St,4910 W JUNO ST,Tampa,33629,,0000,,,0,0.22,378750,0,1994-05-01,155000,I,,423435,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52786330226418,27.923684418859843],[-82.52817084491454,27.923684614312176],[-82.52817311003578,27.923414018795647],[-82.52786479232473,27.92341348249265],[-82.52786330226418,27.923684418859843]]]}"
121272.0000,A-29-29-18-3SX-000000-00014.0,4902 W San Nicholas St,4902 W SAN NICHOLAS ST,Tampa,33629,,0000,,,0,0.19,321300,0,2019-02-19,535000,I,,423455,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52751344854981,27.92547328221066],[-82.52777289679092,27.925472975953646],[-82.52777329658069,27.925196541837778],[-82.52751104187836,27.92519685973969],[-82.52751344854981,27.92547328221066]]]}"
121290.0000,A-29-29-18-3SY-000000-00009.0,5015 W San Miguel St,5015 W SAN MIGUEL ST,Tampa,33629,,0100,2013,2019,6338,0.25,3885739,2675177,2011-07-22,875000,V,2,423467,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.53050487607004,27.925307409611488],[-82.53050662278325,27.925664976479105],[-82.53076674734619,27.92566431725223],[-82.53076499911371,27.925306406584056],[-82.53050487607004,27.925307409611488]]]}"
121378.0000,A-29-29-18-3T1-000000-00010.0,2303 S Occident St,2303 S OCCIDENT ST,Tampa,33629,,0100,2014,2020,3375,0.21,1252856,869641,2026-01-15,1625000,I,2,423537,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52576824330704,27.924475316960145],[-82.52576697991287,27.92463416676545],[-82.52625153862813,27.924637815593123],[-82.526251884121,27.924509225311603],[-82.52625203547454,27.924480687810814],[-82.52576824330704,27.924475316960145]]]}"
121406.0000,A-29-29-18-3T2-000002-00013.0,4412 W Clear Ave,4412 W CLEAR AVE,Tampa,33629,,0000,,,0,0.24,411000,0,1988-05-01,168000,I,,423566,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.51931520807292,27.92894094385217],[-82.51931399025995,27.92931365022006],[-82.5195560399739,27.929315830781768],[-82.51955880801479,27.9289434632926],[-82.51940397646055,27.928941862557963],[-82.51931520807292,27.92894094385217]]]}"
121443.0000,A-29-29-18-3T4-000001-00015.0,2310 S Hesperides St,2310 S HESPERIDES ST,Tampa,33629,,0000,,,0,0.17,267671,0,1980-04-01,125000,I,,423603,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.51987498055398,27.924172104296126],[-82.52019705246073,27.9241746694319],[-82.5201977779083,27.923982815037746],[-82.51987502665125,27.923979564825004],[-82.51987498055398,27.924172104296126]]]}"
121476.0000,A-32-29-18-3T6-000000-00002.0,3108 S Omar Ave,3108 S OMAR AVE,Tampa,33629,,0100,1957,1957,3755,0.44,887140,210484,1995-10-01,252800,I,1,423643,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52692787636855,27.916492649957224],[-82.52687259756888,27.91674391671845],[-82.52686776666864,27.916765873715004],[-82.52748541953957,27.916834694194538],[-82.52749232760075,27.91669816901805],[-82.5274961386953,27.916561548309815],[-82.52721200693674,27.916527098978612],[-82.52692787636855,27.916492649957224]]]}"
121482.0000,A-32-29-18-3T6-000000-00008.0,5002 W Dickens Ave,5002 W DICKENS AVE,Tampa,33629,,0000,,,0,0.31,445348,0,2001-07-02,185000,I,,423649,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52643315757584,27.91756203789209],[-82.52638046012892,27.917760967353036],[-82.52637866597742,27.918081304915052],[-82.52665879189013,27.918096709603674],[-82.52656868035899,27.917591472785805],[-82.52643315757584,27.91756203789209]]]}"
121489.0050,A-32-29-18-3T6-000000-00015.1,4801 W Longefellow Ave,4801 W LONGEFELLOW AVE,Tampa,33629,,0100,2007,2020,4440,0.18,1510152,1298446,2020-03-06,975000,I,2,423657,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52636396665338,27.91641468324124],[-82.52661791542207,27.916449794763206],[-82.5266873141553,27.91618624643474],[-82.52645731914694,27.91615767171186],[-82.52636396665338,27.91641468324124]]]}"
121502.0000,A-32-29-18-3T7-000001-00016.0,4702 W San Jose St,4702 W SAN JOSE ST,Tampa,33629,,0000,,,0,0.31,523800,0,2016-05-25,540000,I,,423669,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52255503374441,27.922526263963043],[-82.52246067290993,27.922525191575748],[-82.52227408865932,27.922523010528337],[-82.52227400242873,27.922936751816465],[-82.522553709082,27.922939789750608],[-82.52255503374441,27.922526263963043]]]}"
121534.0000,A-32-29-18-3T7-000002-00018.0,4637 W Browning Ave,4637 W BROWNING AVE,Tampa,33629,,0100,1954,2004,2399,0.27,602596,324313,2009-04-07,232000,I,1,423701,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.5228625666537,27.921220475112275],[-82.5228531203237,27.921464596007393],[-82.52322619694691,27.921476161514956],[-82.52324776101217,27.921391420820015],[-82.52327373901048,27.921307662322842],[-82.52330407593354,27.921225068517042],[-82.5228625666537,27.921220475112275]]]}"
121570.0100,A-32-29-18-3T7-000004-00008.0,4620 W Tennyson Ave,4620 W TENNYSON AVE,Tampa,33629,,0100,1989,2007,3022,0.18,1012950,631460,2020-05-26,715000,I,2,423734,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52213020450876,27.92018368253709],[-82.52231599141031,27.92018504294128],[-82.5223193091242,27.919827485998326],[-82.5221335218224,27.91982612649647],[-82.52213020450876,27.92018368253709]]]}"
121644.0000,A-32-29-18-3T7-000009-00011.0,3010 S Keats St,3010 S KEATS ST,Tampa,33629,,0100,1957,1991,1516,0.20,543673,194833,,0,,1,423795,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.51926294843125,27.917715352926027],[-82.51925992685482,27.917906064681397],[-82.51925966700368,27.917923124853036],[-82.51960983934516,27.91792617128918],[-82.5196136716386,27.9177175264553],[-82.51926294843125,27.917715352926027]]]}"
121677.0000,A-32-29-18-3T7-000012-00002.0,4506 W Longfellow Ave,4506 W LONGFELLOW AVE,Tampa,33629,,0100,1954,2004,1475,0.24,658055,227503,1997-09-01,119900,I,1,423824,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.51952469989304,27.915688493741083],[-82.5193297716541,27.9156873859485],[-82.51928118699853,27.91568712960834],[-82.51927864630527,27.915787526209087],[-82.51927206955273,27.916047240816088],[-82.5195140388199,27.916049188321637],[-82.51952469989304,27.915688493741083]]]}"
121720.0000,A-32-29-18-3T7-000014-00018.0,4627 W Lamb Ave,4627 W LAMB AVE,Tampa,33629,,0100,1951,2003,1778,0.21,701765,281352,2018-06-06,473000,I,1,423874,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52373086026249,27.917114760904024],[-82.52371907466502,27.91746415536751],[-82.52379379354097,27.91746482965788],[-82.5238684376386,27.917467905508985],[-82.52404513110437,27.917212310372328],[-82.52397021835759,27.91717938927947],[-82.52389251741303,27.917152040310384],[-82.52381255133545,27.91713044917326],[-82.52373086026249,27.917114760904024]]]}"
121735.0000,A-32-29-18-3T7-000015-00004.0,4610 W Lamb Ave,4610 W LAMB AVE,Tampa,33629,,0000,,,0,0.27,463320,0,2020-01-08,675000,I,,423891,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52200693606486,27.91656673938825],[-82.52181726657764,27.916564982614783],[-82.52173217119909,27.916564177792093],[-82.52172558957213,27.916921776144754],[-82.52200403880141,27.916924076523916],[-82.52200693606486,27.91656673938825]]]}"
121742.0000,A-32-29-18-3T7-000015-00014.0,4632 W Lamb Ave,4632 W LAMB AVE,Tampa,33629,,0000,,,0,0.26,431600,0,2021-07-26,656000,I,,423901,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52385989997812,27.91658319026061],[-82.52380323124166,27.916582701852526],[-82.52360309497016,27.91658097650516],[-82.52360146827412,27.91693715370649],[-82.52368813862357,27.91694281177299],[-82.5237741324064,27.91695395631205],[-82.52385901047792,27.91697052853305],[-82.52385989997812,27.91658319026061]]]}"
121744.0000,A-32-29-18-3T7-000015-00017.0,4636 W Lamb Ave,4636 W LAMB AVE,Tampa,33629,,0000,,,0,0.28,347820,0,2009-05-29,286900,I,,423903,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52435335008649,27.916671392639042],[-82.52431592252324,27.91666056086118],[-82.52410742316683,27.916600264568043],[-82.52402367303314,27.917019714508417],[-82.52411034767883,27.917055533591384],[-82.52419355045834,27.917097348817702],[-82.52429829710698,27.916890272719332],[-82.52435335008649,27.916671392639042]]]}"
121780.0000,A-32-29-18-3T7-000017-00020.0,4703 W Lowell Ave,4703 W LOWELL AVE,Tampa,33629,,0000,,,0,0.28,477972,0,2002-07-15,315000,I,,423931,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52481302458486,27.917369935231044],[-82.52523821561478,27.91751282875969],[-82.5252977508112,27.91735650625668],[-82.52532355750384,27.917288689099152],[-82.52491566914078,27.917157337613546],[-82.5248666089448,27.91726449818968],[-82.52481302458486,27.917369935231044]]]}"
121793.0000,A-32-29-18-3T7-000018-00013.0,2627 N Dundee St,2627 N DUNDEE ST,Tampa,33629,,0100,2020,2022,6422,0.52,3966806,2578011,2016-03-14,998000,V,2,423942,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52657741454388,27.918876201235907],[-82.52648131653628,27.918854564142173],[-82.5263852708312,27.918843928976933],[-82.52634195639817,27.91935514158348],[-82.52645309214053,27.919362612105303],[-82.52656333171467,27.919377186132493],[-82.52667210076012,27.919398785548292],[-82.52682635460262,27.91900837763314],[-82.52667671570855,27.918919830406765],[-82.52657741454388,27.918876201235907]]]}"
121805.0000,A-32-29-18-3T7-000020-00002.0,4806 W San Jose St,4806 W SAN JOSE ST,Tampa,33629,,0100,1956,2004,1852,0.28,489669,0,1998-05-01,179900,I,1,423956,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52479450903361,27.922589175915515],[-82.52461258825171,27.922584532932465],[-82.52452103949932,27.922582186067636],[-82.5245051920005,27.922962044913042],[-82.52477780763066,27.922965158572342],[-82.52479450903361,27.922589175915515]]]}"
121810.0000,A-32-29-18-3T7-000020-00009.0,4818 W San Jose St,4818 W SAN JOSE ST,Tampa,33629,,0100,2020,2022,4980,0.27,2539297,1982571,2021-09-16,2525000,I,2,423961,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52599849005176,27.922619951840414],[-82.52578150993007,27.922614400186298],[-82.52571966150838,27.92261282059904],[-82.52570695706346,27.922975778929814],[-82.5259820497422,27.92297890872586],[-82.52599849005176,27.922619951840414]]]}"
121827.0000,A-32-29-18-3T7-000020-00035.0,4823 W Sunset Blvd,4823 W SUNSET BLVD,Tampa,33629,,0100,2023,2024,6022,0.30,2946860,2345015,2023-01-17,3400000,I,2,423977,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52579566312102,27.92224351494165],[-82.52578150993007,27.922614400186298],[-82.52599849005176,27.922619951840414],[-82.52609158728858,27.922622319783198],[-82.52610566506989,27.922268185352088],[-82.52579566312102,27.92224351494165]]]}"
121845.0000,A-32-29-18-3T7-000021-00014.0,4807 S Sunset Blvd,4807 S SUNSET BLVD,Tampa,33629,,0100,2004,2014,3557,0.16,1026856,629966,2022-06-22,1500000,I,2,423996,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52665723834937,27.921596364363452],[-82.52684858114473,27.921889300563226],[-82.52695894409736,27.921862359272044],[-82.52697879073119,27.921857518619102],[-82.52684120834608,27.921517303648002],[-82.52674825263219,27.92155505142621],[-82.52665723834937,27.921596364363452]]]}"
121855.0000,A-32-29-18-3T7-000022-00009.0,2623 S Bryant Cir,2623 S BRYANT CIR,Tampa,33629,,0000,,,0,0.27,461538,0,2002-03-29,290100,I,,424007,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.52709071344671,27.92028320126158],[-82.52704688801407,27.920188152869713],[-82.52694711676503,27.920016613556314],[-82.52667086251873,27.920040378288856],[-82.52668007352993,27.920140483608897],[-82.5266856789784,27.920240798535286],[-82.52668767226882,27.920341222023794],[-82.52709071344671,27.92028320126158]]]}"
