folio,pin,site_address,site_address_normalized,site_city,site_zip,parcel_type,land_use_code,year_built,remodel_year,building_area_sqft,parcel_area_acres,market_value_usd,building_value_usd,sale_date,sale_amount_usd,vacant_or_improved,stories,source_object_id,source_url,snapshot_date,observed_at_utc,geometry_geojson
100101.0000,A-24-28-18-3EN-000012-00033.0,8427 Highland Ave,8427 HIGHLAND AVE,Tampa,33604,,7500,1945,1985,1468,0.30,230900,96890,2018-07-23,146000,I,3,398725,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.46238958616647,28.02682226794487],[-82.46239178906102,28.02654722376333],[-82.46198574097961,28.026548825048806],[-82.46198408854201,28.026755107962977],[-82.46198353806969,28.02682386923263],[-82.46238958616647,28.02682226794487]]]}"
100126.0000,A-24-28-18-3EN-000014-00003.0,8522 N Highland Ave,8522 N HIGHLAND AVE,Tampa,33604,,0100,2017,2021,1548,0.13,325342,251952,2022-11-01,375000,I,1,398754,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.46252358584073,28.028760719237628],[-82.46288004711576,28.02875918769173],[-82.46288040552892,28.028717931388954],[-82.46288124148718,28.02862166668268],[-82.46252478066529,28.028623198226306],[-82.46252358584073,28.028760719237628]]]}"
100229.0000,A-24-28-18-3EO-000001-00012.0,8410 N Lynn Ave,8410 N LYNN AVE,Tampa,33604,,0100,1963,1994,1858,0.26,322404,164936,1999-06-30,31700,I,2,398865,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.46427129243854,28.02633230609255],[-82.46462968706055,28.026332213703384],[-82.4646297626076,28.026194688311637],[-82.46462983816104,28.02605716381954],[-82.46427273597249,28.02605725815134],[-82.46427129243854,28.02633230609255]]]}"
100449.0100,A-24-28-18-3EO-000013-00017.0,8908 N Hamner Ave,8908 N HAMNER AVE,Tampa,33604,,0100,1985,2005,1016,0.15,198754,119952,2013-06-04,65000,I,1,399100,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.46682971020178,28.03160331308421],[-82.46725410635086,28.0316076160378],[-82.46725534770587,28.031473789364785],[-82.46683095208192,28.031469486408625],[-82.46682971020178,28.03160331308421]]]}"
100522.0000,A-24-28-18-3EO-000017-00023.0,8902 N Ola Ave,8902 N OLA AVE,Tampa,33604,,0100,1979,2002,1496,0.13,204327,139172,2026-04-24,330000,I,1,399181,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.46336312808688,28.03113618949245],[-82.46371958648565,28.031139049503203],[-82.46372081434708,28.031001528430114],[-82.46336435640156,28.030998668417052],[-82.46336312808688,28.03113618949245]]]}"
100691.0000,A-25-28-18-3ES-000001-00003.0,8210 N Ola Ave,8210 N OLA AVE,Tampa,33604,,0100,1958,1992,1322,0.23,253092,135092,2023-12-19,260000,I,1,400279,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.4634480265308,28.024777153086514],[-82.4639042379564,28.02478003820447],[-82.46381783271856,28.02457294252928],[-82.4634504642006,28.024571791531475],[-82.4634480265308,28.024777153086514]]]}"
100794.0000,A-25-28-18-3ET-000003-00016.0,8106 N Lynn Ave,8106 N LYNN AVE,Tampa,33604,,0100,1951,1951,860,0.29,185439,59448,2025-09-26,190000,I,1,400382,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.46471096704936,28.022779551076386],[-82.46471391151051,28.02249076426295],[-82.46454230414409,28.022342157503246],[-82.46448605621379,28.022401897159448],[-82.46444804066749,28.022486593377003],[-82.46441680793657,28.022573445963186],[-82.4643925128056,28.02266202756304],[-82.46438725189056,28.022675904435754],[-82.46438473510642,28.022690374840003],[-82.46438503588053,28.02270501349633],[-82.46438814424339,28.02271939269969],[-82.4643939688971,28.02273309043413],[-82.46440234135642,28.022745707504452],[-82.46441301393413,28.022756872055055],[-82.46442567609272,28.02276625846527],[-82.46443995650121,28.022773592756817],[-82.46445543729507,28.022778657960107],[-82.46471096704936,28.022779551076386]]]}"
100894.0000,A-25-28-18-3EX-000000-00001.1,7901 N Boulevard,7901 N BLVD,Tampa,33604,,0100,1959,2005,1836,0.22,391549,280935,2016-03-17,195000,I,1,400477,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.46740378290335,28.019900561972275],[-82.46771364765804,28.019903493695836],[-82.46771670597671,28.019642899238452],[-82.4674069644825,28.019639609744583],[-82.46740378290335,28.019900561972275]]]}"
100921.0000,A-25-28-18-3EY-000001-00005.0,810 W Whatley Pl,810 W WHATLEY PL,Tampa,33604,,0100,2018,2022,2321,0.16,461694,385318,2025-07-28,490000,I,1,400501,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.46611047034779,28.018726972441957],[-82.46600044829091,28.01844764580646],[-82.46586830752496,28.018466138229808],[-82.46580530370632,28.018474961602653],[-82.46592432861367,28.018779314893234],[-82.46611047034779,28.018726972441957]]]}"
101096.0000,A-26-28-18-3F8-000002-00014.0,8121 N Orleans Ave,8121 N ORLEANS AVE,Tampa,33604,,0100,1950,1988,1752,1.20,479276,130117,2023-04-19,465000,I,2,400858,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47160349638185,28.022613715687516],[-82.47313537886228,28.022624966783663],[-82.47313995048776,28.02233344100182],[-82.47160807112193,28.022322190811703],[-82.47160349638185,28.022613715687516]]]}"
101185.0000,A-26-28-18-3FA-000001-00005.0,7019 N Willow Ave,7019 N WILLOW AVE,Tampa,33604,,0100,1975,2000,912,0.13,159946,91176,2024-06-17,240000,I,1,400986,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47230866531194,28.013912906240716],[-82.47195224890045,28.013912487211144],[-82.47195181637059,28.0140500130936],[-82.47230823322704,28.014050430313986],[-82.47230866531194,28.013912906240716]]]}"
101197.5000,A-26-28-18-3FA-000002-00023.0,7000 N Willow Ave,7000 N WILLOW AVE,Tampa,33604,,0100,1986,2013,1920,0.14,290357,217430,2013-07-16,96500,I,1,401002,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47283374981177,28.012817051122497],[-82.47283370130776,28.012679525974914],[-82.47246179404169,28.01267940787307],[-82.47246184207326,28.01281693302656],[-82.47283374981177,28.012817051122497]]]}"
101223.0000,A-26-28-18-3FA-000004-00001.1,1504 W Hamilton Ave,1504 W HAMILTON AVE,Tampa,33604,,0100,1960,1992,1928,0.13,218535,147901,2001-08-03,84500,I,1,401033,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47469325354257,28.01412503407333],[-82.47466226060925,28.01412502469519],[-82.47466223467188,28.014056261699892],[-82.47450727111912,28.014056214699625],[-82.47450737244162,28.014331265786232],[-82.47469332938046,28.014331322158974],[-82.47469325354257,28.01412503407333]]]}"
101347.0000,A-26-28-18-3FB-000000-00007.0,8316 N Boulevard,8316 N BLVD,Tampa,33604,,0100,1926,1995,978,0.14,195089,116370,2005-04-05,112500,I,1,401157,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.46784301566973,28.02437241020348],[-82.46821031357769,28.024373164377938],[-82.46821032664678,28.024235639197475],[-82.46784302920175,28.02423488411503],[-82.46784301566973,28.02437241020348]]]}"
101432.0100,A-26-28-18-3FB-000000-00129.0,8113 N Newport Ave,8113 N NEWPORT AVE,Tampa,33604,,0100,2015,2020,1404,0.21,325599,213099,2006-10-26,145000,I,1,401257,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.46999750457577,28.02279415818687],[-82.47038338201959,28.022796997990415],[-82.47038662121035,28.02259073032006],[-82.47000074450217,28.02258789051661],[-82.46999858489089,28.0227254022963],[-82.46999750457577,28.02279415818687]]]}"
101573.0000,A-26-28-18-3FE-000000-00038.0,1521 W Patterson St,1521 W PATTERSON ST,Tampa,33604,,0100,2018,2022,1493,0.12,373078,297990,2018-06-27,250000,I,1,401466,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.4748302026216,28.01741117757337],[-82.47483031031611,28.01769998020429],[-82.47498527908378,28.017700027678732],[-82.47498517097182,28.01741122415062],[-82.4748302026216,28.01741117757337]]]}"
101585.0000,A-26-28-18-3FE-000000-00055.0,1303 W Patterson St,1303 W PATTERSON ST,Tampa,33604,,0100,1977,2001,1642,0.26,334322,211807,2005-12-08,213000,I,1,401481,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47194322203603,28.017670212243004],[-82.47211276044222,28.017670508012333],[-82.47227104721905,28.017670788994074],[-82.47227038276014,28.017376567481637],[-82.4719434900225,28.017376482938285],[-82.47194322203603,28.017670212243004]]]}"
101684.0100,A-26-28-18-3FF-000000-00262.0,1509 W Hamilton Ave,1509 W HAMILTON AVE,Tampa,33604,,0100,1999,2017,1200,0.14,246632,175562,2017-11-01,105000,I,1,401628,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47501945379916,28.014811440472606],[-82.47501933042469,28.014481379030183],[-82.4748643662695,28.01448133243998],[-82.47486448917147,28.014811393888376],[-82.47501945379916,28.014811440472606]]]}"
101707.0000,A-26-28-18-3FG-000000-00295.0,925 W Patterson St,925 W PATTERSON ST,Tampa,33604,,0100,1963,1994,1200,0.28,278533,136090,2024-11-20,287500,I,1,401657,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47018950465765,28.017190179040956],[-82.47018963249602,28.017578000553257],[-82.4704592777113,28.017578090314956],[-82.4704591489068,28.01719026881465],[-82.47018950465765,28.017190179040956]]]}"
101807.0000,A-26-28-18-3FP-000000-00009.0,2137 W Juneau St,2137 W JUNEAU ST,Tampa,33604,,0100,1989,2007,1502,0.21,314106,201462,2026-03-12,375000,I,1,401755,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.48310481950674,28.023585803825505],[-82.48310118334726,28.023981312708933],[-82.48329644887052,28.02397989606752],[-82.48330008431624,28.023584387187736],[-82.48310481950674,28.023585803825505]]]}"
101817.0300,A-26-28-18-3FP-000000-00047.0,2142 W Juneau St,2142 W JUNEAU ST,Tampa,33604,,0100,2005,2015,1704,0.15,318264,235031,2017-01-31,220000,I,1,401773,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.48329121193474,28.023040687590075],[-82.483198390047,28.02304129103447],[-82.48313650777185,28.023041693600284],[-82.48313280134445,28.02340686314275],[-82.48328750501257,28.023405857133817],[-82.48329121193474,28.023040687590075]]]}"
101962.0100,A-26-28-18-3FT-000000-00003.B,1703 W Broad St,1703 W BROAD ST,Tampa,33604,,0100,1998,2012,2520,0.28,462322,329842,1997-06-01,18500,V,1,401929,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47612728403857,28.015995863803468],[-82.47659503048416,28.015994238163806],[-82.47659591591153,28.015772928145694],[-82.47612847140648,28.015772241681553],[-82.47612728403857,28.015995863803468]]]}"
102167.0000,A-26-28-18-3G1-000000-00025.1,1703 W Sligh Ave,1703 W SLIGH AVE,Tampa,33604,,0100,1927,1976,960,0.15,138397,88840,2021-03-29,135000,I,1,402203,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47677181402852,28.01086206472456],[-82.47661685490148,28.01086220955163],[-82.47661564585944,28.011222525190494],[-82.47677060550221,28.011222380358447],[-82.47677181402852,28.01086206472456]]]}"
102429.0400,A-26-28-18-3G5-000014-00008.0,2106 W Crawford St,2106 W CRAWFORD ST,Tampa,33604,,0100,1973,1999,2111,0.15,276742,199324,2006-11-30,220000,I,1,402407,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.48091565352603,28.013692399408843],[-82.48091665632363,28.0133898447747],[-82.48079454696231,28.013389962427553],[-82.48073070214078,28.01339002420357],[-82.48072969882344,28.013692578842782],[-82.48091565352603,28.013692399408843]]]}"
102471.0000,A-26-28-18-3G5-000016-00016.0,7101 N Coarsey Dr,7101 N COARSEY DR,Tampa,33604,,0100,1955,1990,1235,0.18,207042,120278,2021-10-29,207000,I,1,402450,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.48348035429481,28.012362691467832],[-82.48353280124032,28.01257212058736],[-82.48384272310852,28.01257181601061],[-82.48379957424618,28.012362376849108],[-82.48348035429481,28.012362691467832]]]}"
102658.0000,A-27-28-18-3G6-000002-00012.0,2509 Kenmore Ave,2509 KENMORE AVE,Tampa,33614,,0000,,,0,0.11,64200,0,,0,,,402624,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.48533928883012,28.018774850639684],[-82.48533930601697,28.019049901582644],[-82.48549427567907,28.019050199784882],[-82.48549425810242,28.018775149749285],[-82.48533928883012,28.018774850639684]]]}"
103355.0025,A-34-28-18-3GJ-000000-00028.1,3008 W Rio Vista Ave,3008 W RIO VISTA AVE,Tampa,33614,,0100,2021,2023,1549,0.12,382387,316237,2021-05-21,380000,I,1,403295,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.49227006695816,27.998335058819602],[-82.49226990037599,27.998046256022548],[-82.49211496512414,27.99804510958393],[-82.4921151312973,27.99833391328887],[-82.49227006695816,27.998335058819602]]]}"
103397.0000,A-35-28-18-ZZZ-000005-41950.0,6700 N Rome Ave,6700 N ROME AVE,Tampa,33604,,2813,1957,1974,2423,6.09,2495900,2495800,2010-01-11,1975000,I,1,403334,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47775633810855,28.007144482458347],[-82.47621527731042,28.007142112949868],[-82.47620542963408,28.00836280287646],[-82.47705938692577,28.008361704613804],[-82.477051346602,28.008914285740946],[-82.47774493713015,28.008915089598673],[-82.47775633810855,28.007144482458347]]]}"
103708.0000,A-35-28-18-3GR-C00000-00006.0,2120 W Hiawatha St,2120 W HIAWATHA ST,Tampa,33604,,0100,1956,2004,1540,0.15,308597,218600,2021-04-27,320000,I,1,403636,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.4814079231335,28.009504015815782],[-82.48163968394219,28.009700443064126],[-82.4817852381929,28.009565265640298],[-82.48156003014817,28.009378801667722],[-82.48154093220039,28.009398067188013],[-82.48152108638763,28.009416757787523],[-82.48147656995654,28.00945547699466],[-82.48145186528906,28.009475394724472],[-82.48142366461538,28.009496617836533],[-82.48141454487099,28.00950160035644],[-82.4814079231335,28.009504015815782]]]}"
103926.0000,A-35-28-18-3GU-000000-00026.4,1108 W Knollwood St,1108 W KNOLLWOOD ST,Tampa,33604,,0100,1953,1989,684,0.19,150979,53779,,0,,1,403844,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47005304814775,28.007444652720835],[-82.47024190921175,28.00744513302922],[-82.47024537226919,28.00707190317254],[-82.4700568525188,28.007071668052415],[-82.47005304814775,28.007444652720835]]]}"
104344.0000,A-35-28-18-3H0-000001-00019.0,1812 W Henry Ave,1812 W HENRY AVE,Tampa,33603,,0100,1958,1992,1364,0.15,200560,117525,1984-06-01,35000,I,1,404244,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47968953234738,27.999643992463337],[-82.47969113398099,27.9993276978056],[-82.47951187591588,27.999325919962303],[-82.47951026458037,27.99964358631097],[-82.47968953234738,27.999643992463337]]]}"
104379.0000,A-35-28-18-3H0-000002-00018.0,2314 W Henry Ave,2314 W HENRY AVE,Tampa,33603,,0100,1964,2007,1118,0.15,244300,152590,2020-11-16,218900,I,1,404283,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.48374215934527,27.999653469784413],[-82.48374189952808,27.999362387681487],[-82.48355576485739,27.999360457019026],[-82.48355602534033,27.99965271134721],[-82.48374215934527,27.999653469784413]]]}"
104401.0000,A-35-28-18-3H0-000003-00005.0,2110 W Powhatan Ave,2110 W POWHATAN AVE,Tampa,33603,,0100,1988,2006,1260,0.14,271653,184351,2017-09-01,176000,I,1,404308,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.48132967811577,27.998918438190167],[-82.4813299965701,27.998684644905303],[-82.4813300643088,27.998635136066156],[-82.48114392865494,27.998633388025397],[-82.48114354197904,27.998916691057435],[-82.48132967811577,27.998918438190167]]]}"
104544.0000,A-35-28-18-3H0-000008-00013.0,1726 W Comanche Ave,1726 W COMANCHE AVE,Tampa,33603,,0100,1987,2006,1716,0.14,329675,242618,1987-08-01,58000,I,1,404478,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47851160461957,27.99717782333764],[-82.4783401264672,27.997176244266356],[-82.47834056554456,27.997485676374907],[-82.47851204317014,27.99748725544302],[-82.47851160461957,27.99717782333764]]]}"
104655.0000,A-35-28-18-3H1-000002-00034.0,2117 W Burke St,2117 W BURKE ST,Tampa,33604,,0100,1955,1990,1272,0.14,186714,110377,2016-10-25,125000,I,1,404578,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.48187686471262,28.00209404738782],[-82.48187634779971,28.002369098238002],[-82.48206228334315,28.002369444497365],[-82.48206279978388,28.00209439365239],[-82.48187686471262,28.00209404738782]]]}"
104691.0000,A-35-28-18-3H1-000003-00036.0,2113 W Idlewild Ave,2113 W IDLEWILD AVE,Tampa,33603,,0100,1946,1986,1026,0.14,171972,98532,2010-01-29,56000,I,1,404616,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.48151141832597,28.001408196869946],[-82.48151384888517,28.00168324013904],[-82.48169978197885,28.001683756559768],[-82.48169735095152,28.001408714202235],[-82.48151141832597,28.001408196869946]]]}"
104736.0000,A-35-28-18-3H1-000005-00012.0,2302 W Clifton St,2302 W CLIFTON ST,Tampa,33603,,0100,1948,1986,760,0.17,179484,78276,2017-01-06,97500,I,1,404671,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.48232262069524,28.000575543610214],[-82.48232314978813,28.00018359524985],[-82.48216200988249,28.000183194846688],[-82.48216147918978,28.00057514321726],[-82.48232262069524,28.000575543610214]]]}"
104767.0000,A-35-28-18-3H2-000000-00003.0,1905 W Jean St,1905 W JEAN ST,Tampa,33604,,0100,1947,1967,760,0.16,123367,35343,1997-02-01,25000,I,1,404704,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47860318990026,28.004365884477487],[-82.47860158484836,28.00475824253429],[-82.47875653246226,28.004757475636023],[-82.47875813695283,28.004365117584328],[-82.47860318990026,28.004365884477487]]]}"
104772.0000,A-35-28-18-3H2-000000-00006.1,1919 W Jean St,1919 W JEAN ST,Tampa,33604,,0100,1976,2000,1048,0.19,234673,136690,2015-12-18,130000,I,1,404711,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47933057532839,28.004589606430848],[-82.47933150404255,28.004362278702565],[-82.47902160996905,28.00436381360654],[-82.4790206806044,28.004591141340736],[-82.47933057532839,28.004589606430848]]]}"
104829.0000,A-35-28-18-3H3-000005-00010.0,5409 N Park Pl,5409 N PARK PL,Tampa,33603,,0100,1947,1986,1370,0.17,204511,112604,2018-05-29,171000,I,2,404770,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47191837877398,27.996716724312087],[-82.47144737602345,27.9968761435567],[-82.47142361501093,27.99688420047704],[-82.47155415496006,27.99698956168561],[-82.4719610328437,27.996833860808312],[-82.47191837877398,27.996716724312087]]]}"
104940.0000,A-36-28-18-3H6-000006-00015.0,809 W Hiawatha St,809 W HIAWATHA ST,Tampa,33604,,0100,1946,2001,1345,0.15,274366,196189,2020-03-10,229000,I,1,404897,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.46680002139465,28.00951073841911],[-82.46696993878267,28.00951321234563],[-82.46697690247244,28.00919487023812],[-82.4668045348901,28.009192102330726],[-82.46680002139465,28.00951073841911]]]}"
104959.0000,A-36-28-18-3H6-000008-00002.0,806 W Minnehaha St,806 W MINNEHAHA ST,Tampa,33604,,0100,1956,1990,1588,0.19,255904,151139,1979-09-01,28000,I,1,404920,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.4668371505383,28.008257554980407],[-82.4668401153278,28.00809385333319],[-82.46684258237141,28.007957619844806],[-82.46684294933112,28.007826941465726],[-82.46665967953234,28.007922898192717],[-82.46665487338458,28.008253472332072],[-82.4668371505383,28.008257554980407]]]}"
105320.0000,A-02-29-18-3HB-000000-E0000.2,4630 N Rome Ave,4630 N ROME AVE,Tampa,33603,,7200,2003,2010,95866,11.35,9334375,8883895,,0,,16,405112,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47790730486388,27.986508379761943],[-82.47770646389304,27.986481917756624],[-82.4775055264434,27.986455455791983],[-82.47730420178122,27.986428994876523],[-82.4771070440336,27.9864032068445],[-82.47688440788164,27.986396760608002],[-82.47660182935432,27.986388803553126],[-82.47651867144673,27.989232472756854],[-82.47669937069918,27.98913836362923],[-82.47687656326674,27.989039138955064],[-82.4770500645746,27.98893490316466],[-82.4772196971782,27.9888257633715],[-82.47738528264276,27.98871183210746],[-82.47754665069641,27.98859322819337],[-82.47770363413943,27.988470074951852],[-82.47785606985686,27.98834249930124],[-82.47800379984307,27.98821063355686],[-82.47814677927268,27.988067773916615],[-82.4782849019792,27.987921196862267],[-82.47841804248431,27.98777103188871],[-82.47854608447705,27.98761741206845],[-82.4786689137017,27.987460474978764],[-82.4787864209876,27.987300358179027],[-82.47889850329355,27.98713720552384],[-82.47865778245962,27.9868072918602],[-82.47847401043911,27.986721291295037],[-82.47829072410009,27.98663563170598],[-82.47809659092414,27.986571326208715],[-82.47790730486388,27.986508379761943]]]}"
105598.0000,A-02-29-18-3HF-000017-00016.0,1019 N Bask Dr,1019 N BASK DR,Tampa,33603,,0100,1950,1988,1336,0.28,227818,115034,2000-10-20,72000,I,1,405345,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47520281485242,27.992367081123604],[-82.47468852730621,27.99235213840689],[-82.47469575337335,27.99242428875979],[-82.47470923260134,27.992558604996347],[-82.47519763601493,27.992571271865863],[-82.47520281485242,27.992367081123604]]]}"
105659.0000,A-02-29-18-3HG-000006-00005.0,4941 Wishart Blvd,4941 WISHART BLVD,Tampa,33603,,0100,1952,1988,1281,0.32,300812,143563,1976-01-01,31500,,1,405398,https://arcgis.tampagov.net/arcgis/rest/services/Parcels/TaxParcel/FeatureServer/0,2026-08-28,2026-08-28T04:55:51+00:00,"{""type"":""Polygon"",""coordinates"":[[[-82.47166556667332,27.99331973219562],[-82.47120797534258,27.993118424764063],[-82.47111647378438,27.993240065803793],[-82.47131855343835,27.993421375044893],[-82.47151407003297,27.993596765043208],[-82.47159278546643,27.993459527100885],[-82.47166556667332,27.99331973219562]]]}"
