city_project_id,budget_book_context_record_ids,budget_book_record_count,activity_id,master_project_id,comparison_status,match_method,budget_book_status,core_status,budget_book_project_name,core_project_name,observed_at_utc
0,,0,tpa-5ab0e5aba72288,mp-58f1e03548254768,core_capital_only,no_exact_identifier_match,,Closeout,,O'Brien St - Segment 1 (Cypress St. to Spruce St.),2026-08-28T04:55:51+00:00
0000000,,0,tpa-574607026a01c5;tpa-5a1b25a7e88ea2;tpa-5b2d9339506c9f;tpa-8f56c0e5fdf2b4;tpa-97eda886278a0b,mp-0bedff311df10a42;mp-1dcdc8c5eb46da59;mp-64e4aa1fedc4acb2;mp-805eb4815b13ce8e;mp-bfd693e778622912,core_capital_only,no_exact_identifier_match,,,,,2026-08-28T04:55:51+00:00
0000006,bbp-bb76fb6a0b337d3a,1,,,budget_book_only,no_exact_identifier_match,Cancelled,,Spruce St Corridor (Hesperides St to Himes Ave),,2026-08-28T04:55:51+00:00
0000082,bbp-07f63d61356cd208,1,,,budget_book_only,no_exact_identifier_match,,,Laurel Street Bridge Rehabilitation,,2026-08-28T04:55:51+00:00
0000088,bbp-46f4c3022c95d617,1,,,budget_book_only,no_exact_identifier_match,Closeout,,West Shore Boulevard and Gandy Boulevard,,2026-08-28T04:55:51+00:00
0000289,bbp-5fec847ea4de8db2,1,,,budget_book_only,no_exact_identifier_match,,,North O'Brien Street Improvements,,2026-08-28T04:55:51+00:00
0000294,bbp-6e1a0dd956de099f,1,,,budget_book_only,no_exact_identifier_match,,,Kennedy Boulevard & Dale Mabry Highway Intersection Improvements,,2026-08-28T04:55:51+00:00
0000374,bbp-2a6557bc0e19f33a,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Louisiana Avenue Pumping Station Rehabilitation,,2026-08-28T04:55:51+00:00
1000145,bbp-b92c60dd1f49c517,1,,,budget_book_only,no_exact_identifier_match,Closeout,,McKay Bay Transfer Station Renovation/Expansion Phase I,,2026-08-28T04:55:51+00:00
1000147,bbp-4078d431257e502e,1,,,budget_book_only,no_exact_identifier_match,,,Wayne C. Papy Recreation Center Renovations,,2026-08-28T04:55:51+00:00
1000151,bbp-9ae9e9f87bae955f,1,,,budget_book_only,no_exact_identifier_match,Closeout,,43rd Street Outfall Regional Drainage Improvements,,2026-08-28T04:55:51+00:00
1000178,bbp-08dd0f280183b639,1,,,budget_book_only,no_exact_identifier_match,,,"Upper Peninsula Flooding Relief, Phase II - Vasconia Outfall",,2026-08-28T04:55:51+00:00
1000248,bbp-2bb21d73e253a87c,1,tpa-71346c0bba0c2c,mp-2823ebae0582ecf1,matched_core_activity,exact_city_project_id,90% Design Completion,90% Design Completion,Brorein St Bridge (#105501) Phase 1 Structural Rehabilitation,Brorein St Bridge (#105501) Phase 1 Structural Rehabilitation,2026-08-28T04:55:51+00:00
1000254,bbp-e7268f5dc633592b,1,,,budget_book_only,no_exact_identifier_match,Closeout,,"Green Spine Cycle Track, Segment 2B",,2026-08-28T04:55:51+00:00
1000260,bbp-45f5e05c55a4a3b1,1,,,budget_book_only,no_exact_identifier_match,,,Complete Streets - Willow Avenue,,2026-08-28T04:55:51+00:00
1000386,bbp-4a2e02fe88667221,1,,,budget_book_only,no_exact_identifier_match,,,Watrous Ditch Rehabilitation,,2026-08-28T04:55:51+00:00
1000433,bbp-8c4d66def3b4841d,1,,,budget_book_only,no_exact_identifier_match,Closeout,,University Pumping Station Replacement,,2026-08-28T04:55:51+00:00
1000446,bbp-107732c6d6e12ed3,1,tpa-2ed8da642d70ff,mp-4ca9962761cd97bd,matched_core_activity,exact_city_project_id,90% Design Completion,90% Design Completion,Cass St Bridge (#105502) Electrical/Mechanical Rehabilitation,Cass St Bridge (#105502) Electrical/Mechanical Rehabilitation,2026-08-28T04:55:51+00:00
1000490,bbp-b1fd81afaea80f62,1,,,budget_book_only,no_exact_identifier_match,,,Solid Waste CNG Station,,2026-08-28T04:55:51+00:00
1000498,bbp-2b972b2d6dc39607,1,,,budget_book_only,no_exact_identifier_match,,,"Cass Street/North A Street CIAC, Phase 4",,2026-08-28T04:55:51+00:00
1000575,bbp-534ae4c4d24ea0f0,1,,,budget_book_only,no_exact_identifier_match,,,Streetcar Infrastructure,,2026-08-28T04:55:51+00:00
1000577,bbp-00f980752875d8cc,1,,,budget_book_only,no_exact_identifier_match,,,"Bayshore Boulevard Enhancements, Phase III",,2026-08-28T04:55:51+00:00
1000719,bbp-057acf210b929939,1,,,budget_book_only,no_exact_identifier_match,,,Fleet Maintenance Facility Compressed Natural Gas (CNG) Retrofit,,2026-08-28T04:55:51+00:00
1000738,bbp-46a2a8b068c9bbfd,1,,,budget_book_only,no_exact_identifier_match,Closeout,,San Carlos Street Pumping Station Rehabilitation,,2026-08-28T04:55:51+00:00
1000749,bbp-17f4fb006c7568b9,1,,,budget_book_only,no_exact_identifier_match,,,Howard Avenue Flooding Relief Swann to Morrison,,2026-08-28T04:55:51+00:00
1000750,bbp-40a59fc9440aa947,1,tpa-d05a3db30262e4,mp-f2694c4bb1744eab,matched_core_activity,exact_city_project_id,Closeout,Construction in Progress,Lower Peninsula Watershed Plan - Southeast Region,Lower Peninsula Watershed Plan - Southeast Region,2026-08-28T04:55:51+00:00
1000751,,0,tpa-040b3c67421719;tpa-637a549e7d9e93,mp-28de73d4b657c446;mp-98293f21bb9d90e4,core_capital_only,no_exact_identifier_match,,,,,2026-08-28T04:55:51+00:00
1000753,bbp-023cd1ddcff5766c,1,,,budget_book_only,no_exact_identifier_match,,,Robles Park Pumping Station Replacement,,2026-08-28T04:55:51+00:00
1000769,bbp-5b29ad8a699dfe74,1,,,budget_book_only,no_exact_identifier_match,,,Adamo & 50th Street Red Light Camera,,2026-08-28T04:55:51+00:00
1000770,bbp-3e80c79dbabfe6e9,1,,,budget_book_only,no_exact_identifier_match,,,New Tampa Congestion Mitigation,,2026-08-28T04:55:51+00:00
1000773,bbp-c41d91f27ff2cc4c,1,,,budget_book_only,no_exact_identifier_match,,,Southeast Seminole Heights Flood Relief,,2026-08-28T04:55:51+00:00
1000786,bbp-4a237960f59e70ee,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Forest Hills Park Renovation Improvements,,2026-08-28T04:55:51+00:00
1000931,bbp-5cd86ac5f4a39ee8,1,,,budget_book_only,no_exact_identifier_match,,,Hyde Park/Plant Avenue Safety,,2026-08-28T04:55:51+00:00
1000948,bbp-7ad0792a519b089c,1,,,budget_book_only,no_exact_identifier_match,,,Solid Waste Truck Wash Facility Renovations,,2026-08-28T04:55:51+00:00
1000951,bbp-4026c450076d5268,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Hanna Avenue Pumping Station Odor Control Replacement,,2026-08-28T04:55:51+00:00
1000960,bbp-548a8c2d637c3988,1,,,budget_book_only,no_exact_identifier_match,Closeout,,"Westshore Water Main Replacement, Phase 2",,2026-08-28T04:55:51+00:00
1000962,bbp-49997fac3c180c4b,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Fair Oaks Water Main Replacement,,2026-08-28T04:55:51+00:00
1000969,bbp-d0a7b1d2553eb645,1,,,budget_book_only,no_exact_identifier_match,,,Rogers Park Golf Course,,2026-08-28T04:55:51+00:00
1000970,bbp-cb28154c6ca926a9,1,,,budget_book_only,no_exact_identifier_match,,,Rocky Point Golf Course,,2026-08-28T04:55:51+00:00
1000971,bbp-80b54865467c4049,1,,,budget_book_only,no_exact_identifier_match,,,Babe Zaharias Golf Course,,2026-08-28T04:55:51+00:00
1000978,bbp-28741f5bc100a271,1,,,budget_book_only,no_exact_identifier_match,,,Fire Station No. 23,,2026-08-28T04:55:51+00:00
1000979,bbp-846f8bc090f22580,1,,,budget_book_only,no_exact_identifier_match,,,Willow Avenue at Kennedy Boulevard Intersection Improvements,,2026-08-28T04:55:51+00:00
1000980,bbp-649f13dadae11683,1,,,budget_book_only,no_exact_identifier_match,Cancelled,,Manhattan Ave (Richardson Ave to Interbay Blvd),,2026-08-28T04:55:51+00:00
1000986,bbp-86240a68f901269a,1,,,budget_book_only,no_exact_identifier_match,,,TFR Fire Station No. 24,,2026-08-28T04:55:51+00:00
1001010,bbp-4644dd7aaf32d4d6,1,,,budget_book_only,no_exact_identifier_match,,,2nd Street: Interbay Boulevard to West Bay Avenue,,2026-08-28T04:55:51+00:00
1001017,bbp-60f1ecb53591e039,1,,,budget_book_only,no_exact_identifier_match,,,Upper Peninsula Watershed Drainage Imprv - Dale Mabry/Henderson Trunkline,,2026-08-28T04:55:51+00:00
1001018,bbp-2e4dac20fccd31b8,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Cypress Street Outfall Regional Stormwater Improvements,,2026-08-28T04:55:51+00:00
1001066,bbp-50e20cfc3e97d977,1,,,budget_book_only,no_exact_identifier_match,,,Wyoming Flooding Relief Phase II,,2026-08-28T04:55:51+00:00
1001069,bbp-3985c694ccae1d2e,1,,,budget_book_only,no_exact_identifier_match,,,Concordia Pond,,2026-08-28T04:55:51+00:00
1001110,bbp-b435b577a0058153,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Centro Ybor Garage Restoration,,2026-08-28T04:55:51+00:00
1001111,bbp-f5a0586aa92e7aaa,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Fort Brooke Garage Restoration,,2026-08-28T04:55:51+00:00
1001112,bbp-e3a4c91e3815a9d6,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Rivergate Garage Restoration,,2026-08-28T04:55:51+00:00
1001113,bbp-04aeeee15488154a,1,,,budget_book_only,no_exact_identifier_match,,,Palm Avenue Garage Restoration,,2026-08-28T04:55:51+00:00
1001114,bbp-7223b395eed3cca1,1,,,budget_book_only,no_exact_identifier_match,,,William F. Poe Garage Restoration,,2026-08-28T04:55:51+00:00
1001131,bbp-b812f456f92a0a59,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Davis Islands Seaplane Basin Park Dock Improvements,,2026-08-28T04:55:51+00:00
1001132,bbp-9b8415e7eda74559,1,,,budget_book_only,no_exact_identifier_match,,,Lowry Park Dock Improvements,,2026-08-28T04:55:51+00:00
1001134,bbp-9da569894874ded3,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Morgan and Whiting Signal Upgrade,,2026-08-28T04:55:51+00:00
1001137,bbp-3f2fd815734449be,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Convention Center Renovations,,2026-08-28T04:55:51+00:00
1001151,,0,tpa-661a6c7d7b0de0,mp-310d42b322718d0d,core_capital_only,no_exact_identifier_match,,Construction in Progress,,S.E. Seminole Heights Flooding Relief (GMP 1),2026-08-28T04:55:51+00:00
1001162,,0,tpa-493189ec1964dd,mp-15b066a282e5cb4d,core_capital_only,no_exact_identifier_match,,Closeout,,Glen Ave Sidewalk and Safety Improvements (Green St to Beach St),2026-08-28T04:55:51+00:00
1001167,bbp-6337e40a57889f5c,1,,,budget_book_only,no_exact_identifier_match,,,Eastridge Pumping Station Rehabilitation,,2026-08-28T04:55:51+00:00
1001169,bbp-b44efdf6c1093be5,1,tpa-cde54daf8d60d7,mp-d454a1f29b183480,matched_core_activity,exact_city_project_id,Cancelled,90% Design Completion,Hamilton Creek Water Quality Improvements,Hamilton Creek Water Quality Improvements,2026-08-28T04:55:51+00:00
1001170,bbp-5e2d557cbed4ff5d,1,,,budget_book_only,no_exact_identifier_match,,,Rogers Park Drainage Improvements,,2026-08-28T04:55:51+00:00
1001171,bbp-6b715f24c05850c4,1,tpa-5a2f97b3a412d4,mp-5db1f3cd4dba79f8,matched_core_activity,exact_city_project_id,Planning,Planning,Lamb Canal Rehabilitation & Flood Relief,Lamb Canal Rehabilitation & Flood Relief,2026-08-28T04:55:51+00:00
1001172,bbp-f8445649ba028e78,1,,,budget_book_only,no_exact_identifier_match,,,Poinsettia Pumping Station Rehabilitation,,2026-08-28T04:55:51+00:00
1001176,,0,tpa-72d6b971262a80,mp-ee839b40ff289133,core_capital_only,no_exact_identifier_match,,90% Design Completion,,Conover and 13th,2026-08-28T04:55:51+00:00
1001186,bbp-49ca384eb4e8602b,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Harbour Island Force Main Replacement,,2026-08-28T04:55:51+00:00
1001192,,0,tpa-1ac7e670f05956,mp-ca9ff7551fb43a0e,core_capital_only,no_exact_identifier_match,,Closeout,,Howard F. Curren AWTP Sludge Treatment Switchgear replacement,2026-08-28T04:55:51+00:00
1001212,bbp-98e15cd92be16fd3,1,,,budget_book_only,no_exact_identifier_match,,,Tampa Police Department Headquarters Improvements,,2026-08-28T04:55:51+00:00
1001220,bbp-c5faf6c43642ecf4,1,,,budget_book_only,no_exact_identifier_match,Closeout,,46th Street From Busch Boulevard to Fowler Avenue,,2026-08-28T04:55:51+00:00
1001221,bbp-c2296c605b0eb8f7,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Columbus Dr (Nebraska Avenue to 14th St),,2026-08-28T04:55:51+00:00
1001225,bbp-2ea7c449c1a17e3d,1,,,budget_book_only,no_exact_identifier_match,,,Himes Avenue From West Kennedy Boulevard to West Columbus Drive,,2026-08-28T04:55:51+00:00
1001226,bbp-70bb2f5b0a3565e4,1,,,budget_book_only,no_exact_identifier_match,Closeout,,34th Street North From Columbus Drive to US92/East Hillsborough Avenue,,2026-08-28T04:55:51+00:00
1001234,bbp-5633f3c901e70488,1,,,budget_book_only,no_exact_identifier_match,,,New Tampa Community Park Center Improvements,,2026-08-28T04:55:51+00:00
1001235,bbp-f913edfba2164f90,1,,,budget_book_only,no_exact_identifier_match,,,Williams Park Improvements,,2026-08-28T04:55:51+00:00
1001237,bbp-5ca86f41f4685341,1,,,budget_book_only,no_exact_identifier_match,Closeout,,South Regional Garage Damage Repairs,,2026-08-28T04:55:51+00:00
1001303,bbp-865a42f1c62af936,1,tpa-9cb920953f4186,mp-df0fc6b847a57e5f,matched_core_activity,exact_city_project_id,Closeout,Closeout,Krause Pumping Station Standby Generator,Krause Pumping Station Standby Generator,2026-08-28T04:55:51+00:00
1001311,bbp-93bb98f2cde1ba5e,1,,,budget_book_only,no_exact_identifier_match,Closeout,,22nd St and Palm Ave - Signal Upgrade,,2026-08-28T04:55:51+00:00
1001312,bbp-582b35e3ca95f487,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Main Street and Rome Avenue Signal Upgrade,,2026-08-28T04:55:51+00:00
1001354,bbp-6749408ab4fee68b,1,,,budget_book_only,no_exact_identifier_match,,,Marjorie Park Yacht Basin - LED Pole Lighting Upgrade,,2026-08-28T04:55:51+00:00
1001355,bbp-4e0a53024989def3,1,,,budget_book_only,no_exact_identifier_match,,,Sandra Freedman Tennis Club - HVAC Replacement,,2026-08-28T04:55:51+00:00
1001365,,0,tpa-98cce022ad94b0,mp-f05db0172ecd5bbf,core_capital_only,no_exact_identifier_match,,Construction in Progress,,Herman Massey Park Rehabilitation,2026-08-28T04:55:51+00:00
1001366,bbp-6901ac0a13fb141a,1,,,budget_book_only,no_exact_identifier_match,,,TSS Work Order Managment System,,2026-08-28T04:55:51+00:00
1001370,bbp-040524b64e9ac0aa,1,tpa-42dcf7268b88bc,mp-553fc659c7a3e367,matched_core_activity,exact_city_project_id,30% Design Completion,Construction in Progress,Copeland Park Flooding Relief,Copeland Park Pump Station,2026-08-28T04:55:51+00:00
1001371,bbp-159c28bde9c4ca53,1,,,budget_book_only,no_exact_identifier_match,,,Anita Subdivision Flooding Phase II,,2026-08-28T04:55:51+00:00
1001373.1,bbp-1229dc6e2b15af89,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Ballast Point Pumping Station Rehabilitation,,2026-08-28T04:55:51+00:00
1001376,bbp-f03dbedee12bffc1,1,tpa-5f55eb57724be4,mp-77192490275c7d13,matched_core_activity,exact_city_project_id,Closeout,Closeout,Ybor Pumping Station Standby Generator,Ybor Pumping Station Standby Generator,2026-08-28T04:55:51+00:00
1001400,bbp-f5c655f26e71fa10,1,,,budget_book_only,no_exact_identifier_match,Construction in Progress,,Solid Waste Relocation Plan,,2026-08-28T04:55:51+00:00
1001406,bbp-95e157444bf4d8e7,1,,,budget_book_only,no_exact_identifier_match,,,In House Flooding Relief - 45th Street North of Hillsborough,,2026-08-28T04:55:51+00:00
1001415,bbp-2cbaef419dcc92ee,1,,,budget_book_only,no_exact_identifier_match,,,William F. Poe Garage Elevator Replacement & Modernization,,2026-08-28T04:55:51+00:00
1001417,bbp-0adcaaf038fa8eeb,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Freedom Park Build Out At MacFarlane Park,,2026-08-28T04:55:51+00:00
1001418,bbp-fe182660b04395b4,1,,,budget_book_only,no_exact_identifier_match,,,Sulphur Springs Pool Deck Replacement,,2026-08-28T04:55:51+00:00
1001420,bbp-de4fdb5118a0bc38,1,,,budget_book_only,no_exact_identifier_match,Cancelled,,56th Street & Broadway Avenue Flooding Relief,,2026-08-28T04:55:51+00:00
1001426,,0,tpa-4ef4bb4c206a34,mp-721d70d7330e949c,core_capital_only,no_exact_identifier_match,,Permitting/Submittals Approval,,Citywide Dock & Boardwalk Replacement - Davis Islands Seaplane Basin Mooring Field,2026-08-28T04:55:51+00:00
1001428,bbp-904a0bd9f593e8e3,1,,,budget_book_only,no_exact_identifier_match,,,In House Flooding Relief - Rambla Street,,2026-08-28T04:55:51+00:00
1001437,bbp-9fad73651408fcb0,1,,,budget_book_only,no_exact_identifier_match,,,West Saint Isabel from Gomez to Habana Flooding Relief,,2026-08-28T04:55:51+00:00
1001440,bbp-c0ced50a57e5c0a8,1,,,budget_book_only,no_exact_identifier_match,,,Krental from Kennedy to Cleveland Flooding Relief,,2026-08-28T04:55:51+00:00
1001509,bbp-a3b1f830e795625d,1,,,budget_book_only,no_exact_identifier_match,Cancelled,,Jefferson St and Twiggs St - Traffic Signal Upgrade,,2026-08-28T04:55:51+00:00
1001512,bbp-8863a3f7d64a31fe,1,,,budget_book_only,no_exact_identifier_match,,,Tyson Avenue Improvements,,2026-08-28T04:55:51+00:00
1001516,bbp-9150e03238218b1c,1,tpa-fad81e27486de4,mp-0f771ace7d974ddf,matched_core_activity,exact_city_project_id,Closeout,Closeout,Green ARTery - Segment D,Green ARTery - Segment D,2026-08-28T04:55:51+00:00
1001517,bbp-8b6cc9c7f84ea72c,1,tpa-7878b137016fca,mp-7ccf0e6c3039d506,matched_core_activity,exact_city_project_id,Closeout,Closeout,Green ARTery - Segment E,Green ARTery - Segment E,2026-08-28T04:55:51+00:00
1001518,bbp-674a6980cb243272,1,tpa-d59bbab0602365,mp-668e03991ca3e9df,matched_core_activity,exact_city_project_id,Permitting/Submittals Approval,Construction in Progress,CRA-Tampa Union Station Building Improvements,CRA- DT Union Station Renovations,2026-08-28T04:55:51+00:00
1001519,bbp-d6381e79407c75e7,1,,,budget_book_only,no_exact_identifier_match,,,Old City Hall Building Improvements,,2026-08-28T04:55:51+00:00
1001527,bbp-f52e99b7710fde76,1,tpa-55828ee72706f4,mp-de15e43fa74c3463,matched_core_activity,exact_city_project_id,90% Design Completion,90% Design Completion,Lantana-Poinsettia Pump Station,Lantana-Poinsettia Pump Station,2026-08-28T04:55:51+00:00
1001530,bbp-ef95343a3cdead49,1,,,budget_book_only,no_exact_identifier_match,Cancelled,,30th Street (Yukon St to Fowler Ave),,2026-08-28T04:55:51+00:00
1001531,,0,tpa-86ee52822415f1,mp-cd580417038f78a5,core_capital_only,no_exact_identifier_match,,Closeout,,Floribraska Ave (Tampa St to 9th St),2026-08-28T04:55:51+00:00
1001538,bbp-3cb358a6d9a489a4,1,,,budget_book_only,no_exact_identifier_match,,,"Gandy/Sun Bay South Neighborhood Resurfacing, Phase I",,2026-08-28T04:55:51+00:00
1001539,bbp-944dd891eb5aa990,1,,,budget_book_only,no_exact_identifier_match,,,Hampton Terrace Neighborhood Resurfacing and Traffic Calming,,2026-08-28T04:55:51+00:00
1001540,bbp-638f5a4f8d2c8b9e,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Historic Hyde Park Neighborhood Resurfacing,,2026-08-28T04:55:51+00:00
1001541,bbp-2f7a4570782eca2d,1,tpa-613081471e1d62;tpa-d60b774d24d302,mp-7b479705c969adb9;mp-95d84d187aef7d2f,ambiguous_multiple_core_activities,exact_city_project_id,Closeout,,Downtown Core Complete Streets (Brorein St from Ashley Dr to Morgan St),,2026-08-28T04:55:51+00:00
1001542,bbp-73f39c23e5b370d1,1,,,budget_book_only,no_exact_identifier_match,Cancelled,,Neighborhood Improvements- East Tampa,,2026-08-28T04:55:51+00:00
1001545,bbp-83851d5ef78e592d,1,,,budget_book_only,no_exact_identifier_match,,,Himes Avenue Resurfacing and Complete Streets Improvements,,2026-08-28T04:55:51+00:00
1001546,bbp-2d140902996b33a7,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Ridgewood Park Neighborhood Resurfacing and Traffic Calming,,2026-08-28T04:55:51+00:00
1001548,bbp-76f52d29b2e99fb9,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Southeast Seminole Heights Neighborhood Resurfacing,,2026-08-28T04:55:51+00:00
1001562,bbp-bbfe698e30f1a2a3,1,,,budget_book_only,no_exact_identifier_match,Closeout,,North Central Avenue and East Osborne Avenue Traffic Signal Upgrade,,2026-08-28T04:55:51+00:00
1001564,,0,tpa-ec41bac2a6959e,mp-468d915c0deb4373,core_capital_only,no_exact_identifier_match,,Closeout,,Adalee Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
1001565,bbp-4a26ca2d19b489cb,1,tpa-9c191dfc408eda,mp-a581e41a7ced59bb,matched_core_activity,exact_city_project_id,Closeout,Closeout,Bayshore Pumping Station Rehabilitation,Bayshore Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
1001566,bbp-bf50265f9fda017e,1,tpa-024c352566fd89,mp-b444c5d6f324da27,matched_core_activity,exact_city_project_id,Closeout,Closeout,Dayflower Pumping Station Rehabilitation,Dayflower Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
1001574,bbp-e02971df8413dd6d,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Virginia Pumping Station Rehabilitation,,2026-08-28T04:55:51+00:00
1001577,bbp-323b9f506433ea1a,1,,,budget_book_only,no_exact_identifier_match,Closeout,,South Himes Avenue and West Euclid Avenue Signal Upgrade,,2026-08-28T04:55:51+00:00
1001578,bbp-f4fdf6e70b2a872a,1,,,budget_book_only,no_exact_identifier_match,Closeout,,North Florida Avenue and West Wilder Avenue Traffic Signal Upgrade,,2026-08-28T04:55:51+00:00
1001582,bbp-da9449ef908908ad,1,,,budget_book_only,no_exact_identifier_match,,,Parking Administration Office Roof and HVAC Replacement,,2026-08-28T04:55:51+00:00
1001585,bbp-2b6f0c26fcf89385,1,tpa-7657433ed52a64,mp-d5b2b73c2cdcebe0,matched_core_activity,exact_city_project_id,Construction in Progress,Construction in Progress,Manhattan: Vasconia to Obispo Flooding Relief-Phase 1,Manhattan: Vasconia to Obispo Flooding Relief-Phase 1,2026-08-28T04:55:51+00:00
1001586,bbp-dbc6e8f92ac18862,1,,,budget_book_only,no_exact_identifier_match,,,Everina Street from Carrington Avenue to Coachman Avenue Flooding Relief,,2026-08-28T04:55:51+00:00
1001587,bbp-74882d1e9155aa50,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Beach Park Drainage Improvements,,2026-08-28T04:55:51+00:00
1001588,bbp-a7c6928f52282153,1,tpa-a852e71c9df8b3,mp-3d4fbd1e5b7cf7e9,matched_core_activity,exact_city_project_id,Closeout,Closeout,"Hyde Park Groundwater Diversion Ph 2 (New Port, Willow, Orleans, and Watrous Groundwater Diversions)","Hyde Park Groundwater Diversion Ph 2 (New Port, Willow, Orleans, and Watrous Groundwater Diversions)",2026-08-28T04:55:51+00:00
1001589,bbp-fe99b7c27f2752ff,1,,,budget_book_only,no_exact_identifier_match,,,Lake Roberta Sediment Trap Upgrade,,2026-08-28T04:55:51+00:00
1001593,bbp-57be9c44d48470b9,1,,,budget_book_only,no_exact_identifier_match,,,West Davis Boulevard Bridge Replacement,,2026-08-28T04:55:51+00:00
1001594,,0,tpa-e9b7d55940a116,mp-576be9adc88f319e,core_capital_only,no_exact_identifier_match,,Closeout,,Sidewalks- Hubert St (W Cypress to W Main St),2026-08-28T04:55:51+00:00
1001597,bbp-6854255479bb6552,1,tpa-4ada1f6c3013a6,mp-e5d954226eb4cddd,matched_core_activity,exact_city_project_id,Closeout,Closeout,Virginia Avenue Pumping Station Drainage Improvements,Virginia Avenue Pumping Station Drainage Improvements,2026-08-28T04:55:51+00:00
1001598,bbp-1de780148e4f81f8,1,,,budget_book_only,no_exact_identifier_match,,,West Green Street Parking Lot Improvements (JBL),,2026-08-28T04:55:51+00:00
1001600,bbp-8825f271ab17f374,1,,,budget_book_only,no_exact_identifier_match,,,Police Department Communications Center Workstation Upgrade,,2026-08-28T04:55:51+00:00
1001615,bbp-6ac64fe0cab98236,1,,,budget_book_only,no_exact_identifier_match,Closeout,,Forest Hills Park Recreational Trail Improvements,,2026-08-28T04:55:51+00:00
1001618,bbp-158a8581ad7f9c59,1,tpa-d2e578d5a8c434,mp-ae32b0e9efba3deb,matched_core_activity,exact_city_project_id,90% Design Completion,90% Design Completion,"Greenways, Trail & Gateway Sign - New Tampa Nature Park","Greenways, Trail & Gateway Sign - New Tampa Nature Park",2026-08-28T04:55:51+00:00
1001674,bbp-cea4a3797463e52b,1,tpa-98a17eb54517ba,mp-4ba7bc24f95c8f99,matched_core_activity,exact_city_project_id,30% Design Completion,30% Design Completion,Lois Ave (Cleveland St to Boy Scout Blvd),Lois Ave (Cleveland St to Boy Scout Blvd),2026-08-28T04:55:51+00:00
1001681,bbp-513086515935c77c;bbp-92c53e30268af7bd,2,,,budget_book_only,no_exact_identifier_match,,,Tampa Police District 1 Wind Mitigation,,2026-08-28T04:55:51+00:00
1001683,bbp-c7dab17c266ad09f,1,,,budget_book_only,no_exact_identifier_match,,,Tampa Police District 3 Wind Mitigation,,2026-08-28T04:55:51+00:00
1001684,bbp-88aed5a7cc7a7d7c,1,,,budget_book_only,no_exact_identifier_match,,,Tampa Fire Station No.14 Wind Mitigation,,2026-08-28T04:55:51+00:00
1001685,bbp-a6fde54d645d8a02,1,,,budget_book_only,no_exact_identifier_match,,,Tampa Fire Station No.1 Wind Mitigation,,2026-08-28T04:55:51+00:00
1001739,bbp-1601fa53faa5b4be,1,,,budget_book_only,no_exact_identifier_match,,,Al Barnes Park Cultural Enrichment Center,,2026-08-28T04:55:51+00:00
1001809,bbp-5045573ace54bb9e,1,tpa-446b264792bc1b;tpa-634ca4ba0d397a;tpa-ba388df23956a8,mp-d93154563339afcf;mp-f29e75b78f05c142;mp-fc6a9a5f5c9b86a6,ambiguous_multiple_core_activities,exact_city_project_id,30% Design Completion,,Sulphur Springs Pumping Station Design Build,,2026-08-28T04:55:51+00:00
1001810.10,,0,tpa-6136a0a53ba2c2,mp-35ef22b922b7e73c,core_capital_only,no_exact_identifier_match,,Planning,,Hunters Green II Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
1001810.11,,0,tpa-8b2aad4d0c7226,mp-dd394e16a3f41b5a,core_capital_only,no_exact_identifier_match,,Planning,,Longwater Run Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
1001810.12,,0,tpa-4fd434413182cc,mp-dca17ecafdda106f,core_capital_only,no_exact_identifier_match,,Cancelled,,Meadow Pine Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
1001810.13,,0,tpa-82b9a79b60113f,mp-3e6794295e8799a2,core_capital_only,no_exact_identifier_match,,Planning,,Oak Haven Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
1001810.14,,0,tpa-aa75cdf7422756,mp-139c442d095fc518,core_capital_only,no_exact_identifier_match,,Planning,,Palm Springs Pumping Station Rehabilitation,2026-08-28T04:55:51+00:00
