context_record_id,city_project_id,activity_id,master_project_id,project_name,description,rationale,project_type,fiscal_year,budget_year,funding_source,funded_status,planned_start_date,planned_end_date,actual_start_date,actual_end_date,project_phase,status,estimated_cost_usd,reported_actual_cost_usd,contract_number,department_project_number,activity_status,neighborhood,council_district,cra,project_document_url,project_site_url,source_record_last_edited_at_utc,source_url,observed_at_utc,geometry_geojson
bbp-0adcaaf038fa8eeb,1001417,,,Freedom Park Build Out At MacFarlane Park,,,Parks & Recreation,2022,2022,,Yes,,,,,P5: Closeout,Closeout,,,,,,Macfarlane Park,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001417.pdf,2022-08-29T12:23:19+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.49335155917039,27.958609665918676]}"
bbp-b812f456f92a0a59,1001131,,,Davis Islands Seaplane Basin Park Dock Improvements,"This project provides for the Engineering Services for Davis Islands Seaplane Basin Park Dock Improvements to include preparation of permit and construction documents, permitting, and construction support services.",,Parks & Recreation,2019,2022,,No,,,,,P5: Closeout,Closeout,,,,,,Davis Islands Civic Association,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001131.pdf,2022-03-25T16:10:49+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.445736169294,27.91088179351337]}"
bbp-4a237960f59e70ee,1000786,,,Forest Hills Park Renovation Improvements,"This project consists of stormwater and recreation improvements to the park site. The existing drainage ditch will be converted to a larger basin with safer slopes and increased capacity. The basin will be a usable lawn when dry. Material excavated to create the basin will be used to construct a multipurpose field (football, soccer, lacrosse, etc). Sport courts will be rebuilt at higher elevations to reduce flooding (basketball, tennis, pickleball, racquetball). The project also includes a 0.6 mile paved fitness trail with 7 ADA accessible exercise stations.","The existing stormwater system requires safety and operational improvements that will benefit the park site and surrounding community. Existing recreation facilities are periodically inundated by seasonal rainfall, which reduces the availability and durability of the facilities.",Parks & Recreation,2023,2022,Multiple Funding,Yes,2022-10-01,2024-03-30,,,P5: Closeout,Closeout,4312221,,19C20,PR-20003,CW3.3-WOA Closed & Complete,East Forest Hills,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000786.pdf,2022-09-20T15:39:11+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46419457007629,28.04627390287001]}"
bbp-4078d431257e502e,1000147,,,Wayne C. Papy Recreation Center Renovations,This project provides for updated restrooms to ADA standards. This will add additional lobby and waiting room spaces for the gymnastic and dance programs.,,Parks & Recreation,,2022,,No,,,,,,,,,,,,Old Seminole Heights,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000147.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45915180139815,28.011716778838025]}"
bbp-6749408ab4fee68b,1001354,,,Marjorie Park Yacht Basin - LED Pole Lighting Upgrade,This project provides for the complete replacement of the existing pole lighting located in the parking lot area and along the pedestrian walkway. Includes new aluminum poles and LED light fixtures.,,Parks & Recreation,,2022,,No,,,,,,,,,,,,Davis Islands,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001354.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45385786873769,27.930835105857682]}"
bbp-a6fde54d645d8a02,1001685,,,Tampa Fire Station No.1 Wind Mitigation,"This project provides for hardening the building and installation of hurricane shutters, storm-rated overhead and roll down doors, storm screens, and impact windows and doors.",,Facility Management,,2022,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001685.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45433805633195,27.951832680704765]}"
bbp-92c53e30268af7bd,1001681,,,Tampa Police District 1 Wind Mitigation,"This project provides for hardening the building and installation of hurricane shutters, storm-rated overhead and roll down doors, storm screens, and impact windows and doors.",,Facility Management,,2022,,No,,,,,,,,,,,,Tampa International Airport,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001681.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.50747372889141,27.97321929537379]}"
bbp-c7dab17c266ad09f,1001683,,,Tampa Police District 3 Wind Mitigation,"This project provides for hardening the building and installation of hurricane shutters, storm-rated overhead and roll down doors, storm screens, and impact windows and doors.",,Facility Management,,2022,,No,,,,,,,,,,,,College Hill-Belmont Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001683.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.43530075863937,27.979178317364866]}"
bbp-76f52d29b2e99fb9,1001548,,,Southeast Seminole Heights Neighborhood Resurfacing,This project provides for street resurfacing within the Southeast Seminole Heights Neighborhood.,Neighborhood Improvements- Resurfacing,Transportation,2021,2022,Other Agencies,Yes,,,,,P5: Closeout,Closeout,,,,TRANS20065,,Southeast Seminole Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001548.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.44702936420988,27.994271188903046]}"
bbp-0241b18c8cdea428,1001830,,,North 26th Street and East Dr. Martin Luther King Jr. Boulevard Traffic Signal,"This project provides for the installation of a new mast arm traffic signal at the intersection of N. 26th Street and E. Dr. Martin Luther King Jr. Boulevard. Additionally, ADA accomodations will be upgraded as necessary.",,Transportation,,2022,,No,2021-06-10,2021-11-01,,,P5: Closeout,Closeout,,,,,,East Tampa 1,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001830.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4307143726615,27.981504350546146]}"
bbp-3cb358a6d9a489a4,1001538,,,"Gandy/Sun Bay South Neighborhood Resurfacing, Phase I",This project provides for street resurfacing and upgrades to pedestrian curb ramps within the Sun Bay South Neighborhood.,,Transportation,,2022,,No,,,,,,,,,,,,Gandy / Sun Bay South,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001538.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.51242872866567,27.88383681908627]}"
bbp-8bdce671dbdcbb57,1002142,,,Lake Avenue Building Renovations,This project provides for the renovation and outfitting of a city-owned building at 3707 E. Lake Ave. This building was purchased to add indoor and outdoor storage and staging space for transportation and stormwater work materials.,,Transportation,,2022,,No,,,,,,,,,,,,Jackson Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002142.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.41736531800338,27.977520926804814]}"
bbp-6901ac0a13fb141a,1001366,,,TSS Work Order Managment System,This project provides for the replacement of the work managment system to upgrade existing access-based program developed by in-house T&I personnel. New system will be used by department.,,Transportation,,2022,,No,,,,,,,,,,,,Jackson Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001366.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.41604415431922,27.974314479870998]}"
bbp-ef95343a3cdead49,1001530,,,30th Street (Yukon St to Fowler Ave),"This project provides for complete street roadway improvements to enhance safety and multimodal connectivity, including roundabouts, sidewalks and trails, bicycle facilities, enhanced crosswalks, and other safety measures. Landscaping and green infrastructure components are also included.",Complete Streets & Safety Improvements,Transportation,2027,2022,Local Option Gas Tax,No,,,,,P5: Closeout,Cancelled,5700000,,,TRANS20004,,Terrace Park,7,,https://www.tampa.gov/project/trans20004,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001530.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42605981868697,28.04372651796576]}"
bbp-2ea7c449c1a17e3d,1001225,,,Himes Avenue From West Kennedy Boulevard to West Columbus Drive,"This project provides for the replacement of the two-way left turn lane, with raised traffic separators and median islands and dedicated bike lanes from Kennedy Boulevard to Columbus Drive from Himes Avenue to Lincoln Avenue.",,Transportation,,2022,,No,,,,,,,,,,,,Macfarlane Park,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001225.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.50157978446074,27.956315404155458]}"
bbp-944dd891eb5aa990,1001539,,,Hampton Terrace Neighborhood Resurfacing and Traffic Calming,"This project provides for street resurfacing, upgrades to pedestrian curb ramps, and construction of other traffic-calming improvements within the northern half of the Hampton Terrace Neighborhood.",,Transportation,,2022,,No,,,,,,,,,,,,Hampton Terrace,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001539.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.4470168831095,28.00166570751963]}"
bbp-6ac64fe0cab98236,1001615,,,Forest Hills Park Recreational Trail Improvements,"This project provides for the development of the Forest Hills Park Recreational Trail.This will include additional 2700 LF of 8' wide trail, including a bridge over an existing swale and seven (7) ADA exercise stations.","This project provides for the development of the Forest Hills Park Recreational Trail.This will include additional 2700 LF of 8' wide trail, including a bridge over an existing swale and seven (7) ADA exercise stations.",Parks & Recreation,2023,2022,Community Investment Taxes,No,,,,,P5: Closeout,Closeout,,,,,,East Forest Hills,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001615.pdf,2022-08-02T12:06:08+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.46414897329186,28.047135572062164]}"
bbp-56d7cdcc18eeaee5,1002120,,,Public Safety Administration Building,This project provides for the construction of a new Public Safety Administration building and parking garage.,,Facility Management,,2022,,No,,,,,,,,,,,,East Seminole Heights,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002120.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42814335200818,28.00198883056539]}"
bbp-98e15cd92be16fd3,1001212,,,Tampa Police Department Headquarters Improvements,"This project provides for improvements at the Tampa Police Department Headquarters to include upgrade of major system components such as exterior metal panels, windows, HVAC, and plumbing upgrades as well as interior renovations.",,Facility Management,,2022,,No,,,,,,,,,,,,Downtown River Arts,5,Downtown Non Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001212.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45768081716362,27.94808220540175]}"
bbp-d6381e79407c75e7,1001519,,,Old City Hall Building Improvements,"This project provides for building improvements to Old City Hall to include modification and/or replacement of the existing mechanical, electrical, and plumbing systems.",,Facility Management,,2022,,No,,,,,,,,,,,,Tampa Downtown Partnership,5,Downtown Non Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001519.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45723734705449,27.94765311093462]}"
bbp-7ae193cfbbe15b72,1001943,,,Electronics Building Renovation,"This project provides for the interior renovation of an existing building that includes the replacement of walls, ceiling, lighting, electrical, mechanical systems and construct a new ADA restroom with shower.",,Facility Management,,2022,,No,,,,,,,,,,,,Ybor Heights Neighborhood Association and Watch Group,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001943.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.44684413975602,27.97823592673956]}"
bbp-659bae28b0a711f2,1001969,,,Electronics Building Renovation,"This project provides for the interior renovation of an existing building that includes the replacement of walls, ceiling, lighting, electrical, mechanical systems and construct a new ADA restroom with shower.",,Facility Management,,2022,,No,,,,,,,,,,,,College Hill-Belmont Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001969.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.43068944061139,27.978623507474524]}"
bbp-88aed5a7cc7a7d7c,1001684,,,Tampa Fire Station No.14 Wind Mitigation,"This project provides for hardening the building and installation of hurricane shutters, storm-rated overhead and roll down doors, storm screens, and impact windows and doors.",,Facility Management,,2022,,No,,,,,,,,,,,,Palma Ceia West,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001684.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.5082330797401,27.93047620554416]}"
bbp-674a6980cb243272,1001518,tpa-d59bbab0602365,mp-668e03991ca3e9df,CRA-Tampa Union Station Building Improvements,"This project provides for building improvements to Tampa Union Station to include modifications and/or replacement of the existing mechanical, electrical, plumbing systems, exterior and interior improvements.",,Facility Management,2025,2022,,Yes,2025-04-04,2027-02-22,,,P4: Construction,Permitting/Submittals Approval,3341362,,,,,Tampa Downtown Partnership,5,Downtown Core,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001518.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.45062059842559,27.952699694363837]}"
bbp-513086515935c77c,1001681,,,Tampa Police District 2 Wind Mitigation,"This project provides for hardening the building and installation of hurricane shutters, storm-rated overhead and roll down doors, storm screens, and impact windows and doors.",,Facility Management,,2022,,No,,,,,,,,,,,,North Tampa Overlook Area Neighborhood Association,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001681.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42682068264253,28.03553771831518]}"
bbp-63d4625918c9be2a,1002127,,,Howard Avenue Tampa Police Department Offices,"This project provides for the conversion of an existing warehouse into offices for various Tampa Police Department offices to include upgrading the HVAC, rstrooms, lighting, flooring, and the installation of a breakroom.",,Facility Management,,2022,,No,,,,,,,,,,,,Wellswood,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002127.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.48239068199243,27.992860556833]}"
bbp-d91838383f2cdb0e,1002125,,,Fire Station No 21 Building Upgrades,This project provides for the removal of the ceiling and lighting to apply icing to the underside of the roof deck.,,Facility Management,,2022,,No,,,,,,,,,,,,Hunter's Greene,7,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002125.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.3477724199488,28.141667328376588]}"
bbp-30d0f958e38759d7,1002148,tpa-88a3da2a1a529f;tpa-a230454c33a207;tpa-a6334c218e962f;tpa-bc4fffa94f61da,mp-55e885983673b34c;mp-9a6a43256bf764b7;mp-b87bf1e5cc90f563;mp-f51a4f48c29d0aa3,Fleet Maintenance Decentralization - 40th Street,This project provides for the design and construction of a fleet maintenance facility at 3707 East Lake Avenue.,,Facility Management,,2022,,No,,,,,,,,,,,,Jackson Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002148.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.41762536416445,27.97751645127029]}"
bbp-7c8ee7b2e934e399,1002148,tpa-88a3da2a1a529f;tpa-a230454c33a207;tpa-a6334c218e962f;tpa-bc4fffa94f61da,mp-55e885983673b34c;mp-9a6a43256bf764b7;mp-b87bf1e5cc90f563;mp-f51a4f48c29d0aa3,Fleet Maintenance Decentralization - Hanna Ave,This project provides for the design and construction of a fleet maintenance facility at 2515 East Hanna Avenue.,This project provides for the design and construction of a fleet maintenance facility at 2515 East Hanna Avenue.,Facility Management,2021,2022,Tax - Other,No,2022-01-03,2024-07-31,,,P5: Closeout,Final Inspection and Testing,,,15-C-00027,,C2.3-Punchlist,Seminole Heights East,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002148.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.43034670685017,28.002016322610366]}"
bbp-f881625aa59d6670,1002123,,,Police District 3 Roof Replacement,This project provides for the complete roof replacement at the Tampa Police Department District 3 location. The roof has reached its useful life and requires replacement.,,Facility Management,,2022,,No,,,,,,,,,,,,College Hill-Belmont Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002123.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.43529588995933,27.97919486492245]}"
bbp-db0e4a91dc4077b9,1002130,,,Police District 3 Exterior Paint and Stucco Repairs,This project provides for Police District 3 exterior stucco paint and repairs.,,Facility Management,,2022,,No,,,,,,,,,,,,College Hill-Belmont Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002130.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.43535221566901,27.979190127703735]}"
bbp-3b79b3c0298ad89e,1002124,,,911 Call Center Roof Replacement,This project provides for the complete replacement of the 911 Communication Center roof.,,Facility Management,,2022,,No,,,,,,,,,,,,East Seminole Heights,5,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002124.pdf,2022-02-26T21:04:29+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.42827049540274,28.001020676460744]}"
bbp-f755579938378e88,WTR-20-0005.3-W Chelsea St Transmission,tpa-9ca0598cb43d43;tpa-a16226972256e9,mp-6838019dd707edc0;mp-a25fca6d21af598e,FY20 CIP Water Main Improvements Design-Build_W Chelsea St Transmission – GMP 5,"The W Chelsea St Transmission project will improve the City of Tampa’s water distribution system by replacing the existing water mains. It will also improve our ability to serve a growing population. Approximately 7,909 Linear Feet of water mains ranging from 6 to 24 inches in diameter will be replaced and upgraded.","This project will replace the aging water mains in this area with new water mains, improving water pressure and water quality while reducing the number of service interruptions that might have been caused by main breaks or leakage.",Water,2026,,PIPES,Yes,2026-04-30,,,,P4: Construction,Construction in Progress,8053583.41,,20-C-0032,WTR-20-0005.3-W Chelsea St Transmission,,South Seminole Heights,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-20-0005.3-W,2022-07-26T13:02:13+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.459413774944,27.98504657853023]}"
bbp-5c062c7db2ae3b87,1002270,,,Cal Dickson Greenspace Improvements,This project provides a neighborhood playground as requested by the community. This project will be completed in phases as funding is allocated on an annual basis.,This playground will expand recreation opportunities for children and families.,Parks & Recreation,2023,2023,Community Investment Taxes,Yes,2022-07-01,,,,P1: Planning,Planning,270000,,,PR-21018,,Palma Ceia West,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002270.pdf,2022-08-31T13:25:24+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.51188661915108,27.932568379154134]}"
bbp-0555fe8b7c4b2207,1002178,tpa-d04d7a186f9070,mp-56265785c1518a24,Golf View Estates Flooding Relief,This project provides for the design and construction of a new drainage conveyance system as well as the replacement and upsizing of the existing drainage conveyance system in a highly urbanized residential neighborhood.,Flooding Relief,Stormwater Engineering,2023,2023,Stormwater Improvement Fee,No,,,,,,,,,,,,Golfview,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002178.pdf,2022-07-26T18:21:37+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.49985341280562,27.932115109609445]}"
bbp-b35952d360cbac15,1002448,,,South Howard Flood Relief and Streetscape,This project provides for the construction of a new high-capacity stormwater box culvert system to reduce flooding throughout the South Howard Avenue corridor and improve water quality discharges to Hillsborough Bay. Significant streetscape improvements will also be implemented. This project will provide a transformational enhancement to the South Howard Avenue commercial corridor.,Flooding Relief,Stormwater Engineering,,2023,,No,,,,,,,,,,,,Parkland Estates,4,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002448.pdf,2022-07-26T18:22:59+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.48839501338853,27.93567914168773]}"
bbp-0f06235deb876bac,1002292,,,Floribraska Gravity Sewer CIPP Lining,"This project includes the rehabilitation of approximately 15,447 linear feet of 8-inch to 21-inch diameter gravity sewers and the rehabilitation of 61 manholes.","The collection system rehabilitation project will restore aging sewer pipes and manholes to restore their service life. Project impacts will be minimal compared to a collection system “open cut” replacement project since the rehabilitation methods are trenchless. The collection system rehabilitation will reduce pipeline failures and blockages that cause wastewater overflows that impact public health, safety and the environment. Additional project benefits include reduction in leaks that allow ground water and stormwater runoff to enter the collection system and cause wastewater overflows, reduction in energy needed to treat and convey the additional wastewater flow caused by leaking pipelines/manholes and reduction in pipeline failures that cause roadway depressions and cave ins.",Wastewater,2022,2022,PIPES,Yes,2022-06-01,2024-03-01,,,P5: Closeout,Closeout,830000,,21-C-00037,WW1002292,,Tampa Heights,5,East Tampa,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002292.pdf,2022-08-29T17:37:50+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.454025991318,27.97085822012647]}"
bbp-cc5a0f6b2959e630,1002388,,,Executive Park Gravity Sewer Replacement,This project provides for the replacement of the gravity sewer upstream of the Executive Park pumping station.,"The gravity main replacement project will replace aging, deteriorated pipelines that have reached the end of their useful life and are susceptible to failure that can cause wastewater overflows that may impact public health, safety, and environment. The new gravity main will reduce leaks that allow groundwater to enter the collections system and lower the energy costs needed to treat and pump the additional groundwater.",Wastewater,2022,2022,PIPES,Yes,2022-08-01,2024-03-01,,,P5: Closeout,Closeout,2500000,,22-C-00005,WW1002388,,Tampa International Airport,6,,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002388.pdf,2022-08-29T17:41:01+00:00,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,"{""type"":""Point"",""coordinates"":[-82.53654149223648,27.947526860626628]}"
