old_activity_id,new_activity_id,cluster_basis,cluster_key
tpa-e0aa29a18f7e6d,tpa-60fa1e9349c074,connected_exact_normalized_project_names_across_capital_layers,DOYLE CARLTON DR LAUREL ST INTERSECTION IMPROVEMENTS
tpa-d1acb1b2ac691f,tpa-613081471e1d62,connected_exact_normalized_project_names_across_capital_layers,DOWNTOWN CORE COMPLETE STREETS TAMPA ST FROM BROREIN ST TO JACKSON ST
tpa-dbeb721681900d,tpa-613081471e1d62,connected_exact_normalized_project_names_across_capital_layers,DOWNTOWN CORE COMPLETE STREETS TAMPA ST FROM BROREIN ST TO JACKSON ST
tpa-4e2d36fc5dc974,tpa-66231479024c2c,connected_exact_normalized_project_names_across_capital_layers,DOWNTOWN PHASE II COLLECTION SYSTEM REHABILITATION
tpa-f6f47ec01666e3,tpa-66231479024c2c,connected_exact_normalized_project_names_across_capital_layers,DOWNTOWN PHASE II COLLECTION SYSTEM REHABILITATION
tpa-1a449725c319ae,tpa-664cf8ba630bcc,connected_exact_normalized_project_names_across_capital_layers,30TH ST AND FOWLER USF FM EXTENSION
tpa-c363fc6b86ba07,tpa-664cf8ba630bcc,connected_exact_normalized_project_names_across_capital_layers,30TH ST AND FOWLER USF FM EXTENSION
tpa-c3b40d7f24fdf9,tpa-6b6a6e319bc8a7,connected_exact_normalized_project_names_across_capital_layers,GUNLOCK PS GENERATOR ADDITION
tpa-cdd84714254ab4,tpa-6b6a6e319bc8a7,connected_exact_normalized_project_names_across_capital_layers,GUNLOCK PS GENERATOR ADDITION
tpa-7c8053bb80bb59,tpa-6ee9a2e188bdf2,connected_exact_normalized_project_names_across_capital_layers,RIVERCREST PARK BOARDWALK RENOVATION
tpa-dcf274485ba5dc,tpa-6ee9a2e188bdf2,connected_exact_normalized_project_names_across_capital_layers,RIVERCREST PARK BOARDWALK RENOVATION
tpa-099277a49dddbc,tpa-7113f1875895d2,connected_exact_normalized_project_names_across_capital_layers,ROME AVE PUMP STATION FORCE MAIN REPLACEMENT
tpa-d251161fdd0898,tpa-7113f1875895d2,connected_exact_normalized_project_names_across_capital_layers,ROME AVE PUMP STATION FORCE MAIN REPLACEMENT
tpa-2b542fb08fec8f,tpa-71346c0bba0c2c,connected_exact_normalized_project_names_across_capital_layers,BROREIN ST BRIDGE 105501 PHASE 1 STRUCTURAL REHABILITATION
tpa-d762159f953601,tpa-71346c0bba0c2c,connected_exact_normalized_project_names_across_capital_layers,BROREIN ST BRIDGE 105501 PHASE 1 STRUCTURAL REHABILITATION
tpa-8d731ac4da2527,tpa-72d6b971262a80,connected_exact_normalized_project_names_across_capital_layers,CONOVER AND 13TH
tpa-b7c5f35d5bef15,tpa-72d6b971262a80,connected_exact_normalized_project_names_across_capital_layers,CONOVER AND 13TH
tpa-1b5ffa59999212,tpa-7657433ed52a64,connected_exact_normalized_project_names_across_capital_layers,MANHATTAN VASCONIA TO OBISPO FLOODING RELIEF PHASE 1
tpa-6e1a321b266526,tpa-7657433ed52a64,connected_exact_normalized_project_names_across_capital_layers,MANHATTAN VASCONIA TO OBISPO FLOODING RELIEF PHASE 1
tpa-693435ab0d1627,tpa-77d281688e839d,connected_exact_normalized_project_names_across_capital_layers,ARMORY GARDENS
tpa-bb3c3df0e2c816,tpa-77d281688e839d,connected_exact_normalized_project_names_across_capital_layers,ARMORY GARDENS
tpa-85c60259a9d82c,tpa-7878b137016fca,connected_exact_normalized_project_names_across_capital_layers,GREEN ARTERY SEGMENT E
tpa-e6ce18b90281c0,tpa-7878b137016fca,connected_exact_normalized_project_names_across_capital_layers,GREEN ARTERY SEGMENT E
tpa-4d249af41f6040,tpa-7d1dc09d430e76,connected_exact_normalized_project_names_across_capital_layers,WATERS AVE GRAVITY SEWER REHABILITATION
tpa-f3eae6716b66a0,tpa-7d1dc09d430e76,connected_exact_normalized_project_names_across_capital_layers,WATERS AVE GRAVITY SEWER REHABILITATION
tpa-4ec8311c85145a,tpa-7dac0bb1eab9db,connected_exact_normalized_project_names_across_capital_layers,PLATT ST AND FREMONT AVE TRAFFIC SIGNAL
tpa-76e333ab48d7ee,tpa-7dac0bb1eab9db,connected_exact_normalized_project_names_across_capital_layers,PLATT ST AND FREMONT AVE TRAFFIC SIGNAL
tpa-c81f1865a458c4,tpa-7ee12fe4519bd8,connected_exact_normalized_project_names_across_capital_layers,PURITY SPRINGS RESTORATION AND LIVING SHORELINE
tpa-cce42b76cacb8a,tpa-7ee12fe4519bd8,connected_exact_normalized_project_names_across_capital_layers,PURITY SPRINGS RESTORATION AND LIVING SHORELINE
tpa-07eb920d6bc005,tpa-808aa21dd5c136,connected_exact_normalized_project_names_across_capital_layers,NEW TAMPA BLVD CORRIDOR IMPROVEMENTS FROM MEADOW PINE DR TO BRUCE B DOWNS BLVD RESURFACING
tpa-7ba25935c7ff8d,tpa-808aa21dd5c136,connected_exact_normalized_project_names_across_capital_layers,NEW TAMPA BLVD CORRIDOR IMPROVEMENTS FROM MEADOW PINE DR TO BRUCE B DOWNS BLVD RESURFACING
tpa-6b341bd3aacefa,tpa-8401b9481d33dc,connected_exact_normalized_project_names_across_capital_layers,EAST TAMPA RECREATIONAL COMPLEX
tpa-fce5073b75391b,tpa-8401b9481d33dc,connected_exact_normalized_project_names_across_capital_layers,EAST TAMPA RECREATIONAL COMPLEX
tpa-18a42dbdb806c6,tpa-86241ed55967c4,connected_exact_normalized_project_names_across_capital_layers,WASTEWATER PUMPING STATION REHABILITATION PARKE EAST PS
tpa-c3fbd62d261b1b,tpa-86241ed55967c4,connected_exact_normalized_project_names_across_capital_layers,WASTEWATER PUMPING STATION REHABILITATION PARKE EAST PS
tpa-98814349b25a13,tpa-86d3ed603df1e9,connected_exact_normalized_project_names_across_capital_layers,ASHLEY AND MADISON SIGNALS SMD
tpa-c8b9c107fd9e4a,tpa-86d3ed603df1e9,connected_exact_normalized_project_names_across_capital_layers,ASHLEY AND MADISON SIGNALS SMD
tpa-83057216e92d0c,tpa-86ee52822415f1,connected_exact_normalized_project_names_across_capital_layers,FLORIBRASKA AVE TAMPA ST TO 9TH ST
tpa-cef42bccd99981,tpa-86ee52822415f1,connected_exact_normalized_project_names_across_capital_layers,FLORIBRASKA AVE TAMPA ST TO 9TH ST
tpa-c70e2212c3a6c1,tpa-89828e522644fb,connected_exact_normalized_project_names_across_capital_layers,YBOR PS FM REHABILITATION
tpa-dc14103620129d,tpa-89828e522644fb,connected_exact_normalized_project_names_across_capital_layers,YBOR PS FM REHABILITATION
tpa-07c9fa860cf4ef,tpa-8b45dcb5c28c83,connected_exact_normalized_project_names_across_capital_layers,SOUTH HOWARD FLOOD RELIEF PROJECT
tpa-c8b19376859d6f,tpa-8b45dcb5c28c83,connected_exact_normalized_project_names_across_capital_layers,SOUTH HOWARD FLOOD RELIEF PROJECT
tpa-34e6278611996c,tpa-8eb82bbd192298,connected_exact_normalized_project_names_across_capital_layers,NTCB ELMER POND EXPANSION
tpa-91f72c7121c4d0,tpa-8eb82bbd192298,connected_exact_normalized_project_names_across_capital_layers,NTCB ELMER POND EXPANSION
tpa-9497bf87129233,tpa-9409ac3893adef,connected_exact_normalized_project_names_across_capital_layers,BERMUDA BLVD COMPLETE STREETS AND SEAWALL DESIGN
tpa-fdcbd1aabb5a7b,tpa-9409ac3893adef,connected_exact_normalized_project_names_across_capital_layers,BERMUDA BLVD COMPLETE STREETS AND SEAWALL DESIGN
tpa-4e1fb496986880,tpa-98a17eb54517ba,connected_exact_normalized_project_names_across_capital_layers,LOIS AVE CLEVELAND ST TO BOY SCOUT BLVD
tpa-d670571417e101,tpa-98a17eb54517ba,connected_exact_normalized_project_names_across_capital_layers,LOIS AVE CLEVELAND ST TO BOY SCOUT BLVD
tpa-65c3d27c428c2d,tpa-98cce022ad94b0,connected_exact_normalized_project_names_across_capital_layers,HERMAN MASSEY PARK REHABILITATION
tpa-f8570164b2fe88,tpa-98cce022ad94b0,connected_exact_normalized_project_names_across_capital_layers,HERMAN MASSEY PARK REHABILITATION
tpa-11078600b3bebd,tpa-9c191dfc408eda,connected_exact_normalized_project_names_across_capital_layers,BAYSHORE PUMPING STATION REHABILITATION
tpa-44d49dd6e044d2,tpa-9c191dfc408eda,connected_exact_normalized_project_names_across_capital_layers,BAYSHORE PUMPING STATION REHABILITATION
tpa-4a1db42b156c5c,tpa-9df29b136b10b2,connected_exact_normalized_project_names_across_capital_layers,MLK RESURFACING FROM AIR CARGO TO DALE MABRY
tpa-a8f62ac4dd8c7f,tpa-9df29b136b10b2,connected_exact_normalized_project_names_across_capital_layers,MLK RESURFACING FROM AIR CARGO TO DALE MABRY
tpa-0cbc7860bad88c,tpa-9e533d5d2e7928,connected_exact_normalized_project_names_across_capital_layers,30TH ST E BOUGAINVILLEA AVE TO E FOWLER AVE SEGMENT 2 RESURFACING
tpa-ab5ba72094c09f,tpa-9e533d5d2e7928,connected_exact_normalized_project_names_across_capital_layers,30TH ST E BOUGAINVILLEA AVE TO E FOWLER AVE SEGMENT 2 RESURFACING
tpa-a651371b3a6a81,tpa-a1b0cac407d6e5,connected_exact_normalized_project_names_across_capital_layers,WEST RIVER DISTRICT MULTI MODAL NETWORK AND SAFETY IMPROVEMENTS BUILD SEGMENTS 1 6
tpa-aedfe993bfe1bf,tpa-a1b0cac407d6e5,connected_exact_normalized_project_names_across_capital_layers,WEST RIVER DISTRICT MULTI MODAL NETWORK AND SAFETY IMPROVEMENTS BUILD SEGMENTS 1 6
