finance_event_id,activity_id,master_project_id,city_project_id,contract_number,event_type,event_date,fiscal_year,amount_usd,amount_direction,funding_source,resolution_number,source_document,source_url,observed_at_utc,source_record_last_edited_at_utc,evidence_strength,is_inferred,interpretation_warning
fin-b5679f690dec159e,,,1001935,,capital_estimate_reported,,2023,500000,reported_level,Multiple Funding,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001935.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-09-19T17:29:54+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-6312bd77ea0906de,,,1001935,,funded_status_reported,,2023,,not_applicable,Multiple Funding,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001935.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-09-19T17:29:54+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-c66d8f5368acbc55,tpa-ef5b25d2cd2b58,mp-ba15f7c8558faff7,1001832,,capital_estimate_reported,,2026,292344.18,reported_level,Local Option Gas Tax,,https://www.tampa.gov/project/trans10001,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-fef10cf3365ce76a,tpa-ef5b25d2cd2b58,mp-ba15f7c8558faff7,1001832,,funded_status_reported,,2026,,not_applicable,Local Option Gas Tax,,https://www.tampa.gov/project/trans10001,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-241fafefa0995fd6,tpa-e3d74ebeda0a07,mp-5832cd9a2ac6514c,1001849,,capital_estimate_reported,,2026,586089.19,reported_level,Transportation Impact Fees,,https://www.tampa.gov/project/trans10022,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-c1919f68851968fc,tpa-e3d74ebeda0a07,mp-5832cd9a2ac6514c,1001849,,funded_status_reported,,2026,,not_applicable,Transportation Impact Fees,,https://www.tampa.gov/project/trans10022,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-02-26T21:04:29+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-0381815200586d10,tpa-7dac0bb1eab9db,mp-20350cb84db6c46e,1001848,,capital_estimate_reported,,2025,500602.58,reported_level,Transportation Impact Fees,,https://www.tampa.gov/project/trans10023,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:19:04+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-af016f769ea08cf9,tpa-7dac0bb1eab9db,mp-20350cb84db6c46e,1001848,,funded_status_reported,,2025,,not_applicable,Transportation Impact Fees,,https://www.tampa.gov/project/trans10023,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-07-06T12:19:04+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
fin-78ea9bced596878b,,,1001578,1001578,capital_estimate_reported,,2020,355000,reported_level,Other Agencies,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001578.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-03-21T18:02:30+00:00,official_source_observation,no,"Estimated cost is a reported project-level estimate, not spending or a budget amendment."
fin-c484c9d137b537a2,,,1001578,1001578,funded_status_reported,,2020,,not_applicable,Other Agencies,,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001578.pdf,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CapitalProjectsBudgetBook/FeatureServer/0,2026-08-28T04:55:51+00:00,2022-03-21T18:02:30+00:00,official_source_observation,no,"Funded status is an administrative source label, not an expenditure amount."
