source_id,changed_field,semantic_change_category,unique_retained_identities_affected,change_row_count,retained_record_denominator,affected_retained_rate,common_old_to_new_patterns,mass_refresh_warning
capital_locations_polygon,ProjectSiteURL,other_field_changed,18,18,34,0.529412,"[{""new_value"":""<a href=\""https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001955.pdf\"">1001955</a>"",""old_value"":""(blank)"",""record_count"":3},{""new_value"":""<a href=\""https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000751.pdf\"">1000751</a>"",""old_value"":""(blank)"",""record_count"":2},{""new_value"":""<a href=\""https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f 1002651.pdf\""> 1002651</a>"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""<a href=\""https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1000750.pdf\"">1000750</a>"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""<a href=\""https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001151.pdf\"">1001151</a>"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""<a href=\""https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001171.pdf\"">1001171</a>"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""<a href=\""https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001176.pdf\"">1001176</a>"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""<a href=\""https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001527.pdf\"">1001527</a>"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""<a href=\""https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001585.pdf\"">1001585</a>"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""<a href=\""https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002178.pdf\"">1002178</a>"",""old_value"":""(blank)"",""record_count"":1}]",False
capital_locations_polygon,RelatedProject,other_field_changed,5,5,34,0.147059,"[{""new_value"":""No"",""old_value"":""(blank)"",""record_count"":5}]",False
capital_locations_polygon,WMBESLBE,other_field_changed,4,4,34,0.117647,"[{""new_value"":""0.0"",""old_value"":""0"",""record_count"":1},{""new_value"":""11.0"",""old_value"":""11"",""record_count"":1},{""new_value"":""12.0"",""old_value"":""12"",""record_count"":1},{""new_value"":""25.0"",""old_value"":""25"",""record_count"":1}]",False
capital_locations_polygon,actual_cost,reported_actual_cost_changed,15,15,34,0.441176,"[{""new_value"":""0.0"",""old_value"":""0"",""record_count"":15}]",False
capital_locations_polygon,capital_phase,capital_project_phase_changed,10,10,34,0.294118,"[{""new_value"":""P4: Construction"",""old_value"":""P2: Design"",""record_count"":2},{""new_value"":""P5: Closeout"",""old_value"":""P4: Construction"",""record_count"":2},{""new_value"":""P1: Planning"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""P3: Procurement"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""P5: Closeout"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""P3: Procurement"",""old_value"":""P2: Design"",""record_count"":1},{""new_value"":""P5: Closeout"",""old_value"":""P3: Procurement"",""record_count"":1},{""new_value"":""P2: Design"",""old_value"":""P4: Construction"",""record_count"":1}]",False
capital_locations_polygon,estimated_cost,estimated_cost_changed,34,34,34,1.0,"[{""new_value"":""90000.0"",""old_value"":""90000"",""record_count"":4},{""new_value"":""2000000.0"",""old_value"":""2000000"",""record_count"":2},{""new_value"":""500000.0"",""old_value"":""500000"",""record_count"":2},{""new_value"":""100000.0"",""old_value"":""100000"",""record_count"":1},{""new_value"":""1100000.0"",""old_value"":""1100000"",""record_count"":1},{""new_value"":""1200000.0"",""old_value"":""1200000"",""record_count"":1},{""new_value"":""1270000.0"",""old_value"":""1270000"",""record_count"":1},{""new_value"":""700000.0"",""old_value"":""150000"",""record_count"":1},{""new_value"":""1500000.0"",""old_value"":""1500000"",""record_count"":1},{""new_value"":""11000000.0"",""old_value"":""200000"",""record_count"":1}]",True
capital_locations_polygon,fiscalyr,other_field_changed,4,4,34,0.117647,"[{""new_value"":""2027"",""old_value"":""2025"",""record_count"":1},{""new_value"":""2027"",""old_value"":""2026"",""record_count"":1},{""new_value"":""TBD"",""old_value"":""2027"",""record_count"":1},{""new_value"":""2028"",""old_value"":""On Hold"",""record_count"":1}]",False
capital_locations_polygon,funded,other_field_changed,7,7,34,0.205882,"[{""new_value"":""No"",""old_value"":""(blank)"",""record_count"":3},{""new_value"":""No"",""old_value"":""Yes"",""record_count"":3},{""new_value"":""Yes"",""old_value"":""(blank)"",""record_count"":1}]",False
capital_locations_polygon,fundsource,other_field_changed,3,3,34,0.088235,"[{""new_value"":""Stormwater Improvement Fee"",""old_value"":""(blank)"",""record_count"":2},{""new_value"":""Multiple Funding"",""old_value"":""Stormwater Improvement Fee"",""record_count"":1}]",False
capital_locations_polygon,planned_end,planned_date_changed,16,16,34,0.470588,"[{""new_value"":""1780286400000"",""old_value"":""1780272000000"",""record_count"":3},{""new_value"":""1785470400000"",""old_value"":""1785456000000"",""record_count"":1},{""new_value"":""1790740800000"",""old_value"":""1790726400000"",""record_count"":1},{""new_value"":""1796014800000"",""old_value"":""1795996800000"",""record_count"":1},{""new_value"":""1790740800000"",""old_value"":""1798675200000"",""record_count"":1},{""new_value"":""1814328000000"",""old_value"":""1814313600000"",""record_count"":1},{""new_value"":""1819684800000"",""old_value"":""1819670400000"",""record_count"":1},{""new_value"":""1819771200000"",""old_value"":""1819756800000"",""record_count"":1},{""new_value"":""1814414400000"",""old_value"":""1830211200000"",""record_count"":1},{""new_value"":""1817122502000"",""old_value"":""1830240487000"",""record_count"":1}]",False
capital_locations_polygon,planned_start,planned_date_changed,17,17,34,0.5,"[{""new_value"":""1746072000000"",""old_value"":""1746057600000"",""record_count"":2},{""new_value"":""1801458000000"",""old_value"":""1801440000000"",""record_count"":2},{""new_value"":""1635739200000"",""old_value"":""1635724800000"",""record_count"":1},{""new_value"":""1667275200000"",""old_value"":""1667260800000"",""record_count"":1},{""new_value"":""1759204800000"",""old_value"":""1753228800000"",""record_count"":1},{""new_value"":""1798779600000"",""old_value"":""1759276800000"",""record_count"":1},{""new_value"":""1759291200000"",""old_value"":""1761868800000"",""record_count"":1},{""new_value"":""1799038800000"",""old_value"":""1767225600000"",""record_count"":1},{""new_value"":""1769835600000"",""old_value"":""1769731200000"",""record_count"":1},{""new_value"":""1801458000000"",""old_value"":""1769904000000"",""record_count"":1}]",False
capital_locations_polygon,status,status_changed,13,13,34,0.382353,"[{""new_value"":""Closeout"",""old_value"":""(blank)"",""record_count"":2},{""new_value"":""90% Design Completion"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""Consultant/Contractor Selection Process"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""Planning"",""old_value"":""(blank)"",""record_count"":1},{""new_value"":""90% Design Completion"",""old_value"":""30% Design Completion"",""record_count"":1},{""new_value"":""Contract Negotiations"",""old_value"":""60% Design Completion"",""record_count"":1},{""new_value"":""Permitting/Submittals Approval"",""old_value"":""60% Design Completion"",""record_count"":1},{""new_value"":""Project Startup"",""old_value"":""90% Design Completion"",""record_count"":1},{""new_value"":""Closeout"",""old_value"":""Construction in Progress"",""record_count"":1},{""new_value"":""60% Design Completion"",""old_value"":""Planning"",""record_count"":1}]",False
construction_inspections,ADDRESS,other_field_changed,2,2,2419,0.000827,"[{""new_value"":""1701 W North A St"",""old_value"":""202 N Rome Ave"",""record_count"":1},{""new_value"":""533 Suwanee Cir"",""old_value"":""526 Suwanee Cir"",""record_count"":1}]",False
construction_inspections,PRIVATEPROVIDER,other_field_changed,3,3,2419,0.00124,"[{""new_value"":""Yes"",""old_value"":""No"",""record_count"":3}]",False
construction_inspections,description,description_changed,9,9,2419,0.003721,"[{""new_value"":""PP Inspections: *Project is located in a Special Flood Hazard Area* Construction of a new two-story single-family residence featuring a covered entry and rear porches. The residence will have 4 bedrooms and 5 1/2 bathrooms, with a shingle roof. New paver driveway."",""old_value"":""Construction of a new two-story single-family residence featuring a covered entry and rear porches. The residence will have 4 bedrooms and 5 1/2 bathrooms, with a shingle roof. New paver driveway."",""record_count"":1},{""new_value"":""PP Inspections: Early start for interior, non-structural work Only. No inspections may be scheduled until the permit is issued. Original work description. Remodel fire repair to Bldg G apts unit 1-18 includes Bldg, Mechanical, Electrical, Plumbing, and F/P. Site related work: sidewalk remova"",""old_value"":""Early start for interior, non-structural work Only. No inspections may be scheduled until the permit is issued. Original work description. Remodel fire repair to Bldg G apts unit 1-18 includes Bldg, Mechanical, Electrical, Plumbing, and F/P. Site related work: sidewalk removal for new overpo"",""record_count"":1},{""new_value"":""PP Plan Review & Inspections: FEMA SFHA: LIMITED PRIVATE PROVIDER – PLAN REVIEW AND INSPECTIONS. CITY OF TAMPA WILL REVIEW FOR SUBSTANTIAL IMPROVEMENT (SI), FLOOD LOAD, AND FLOOD RESISTANT MATERIALS. IF PROJECT IS SI, THE CITY WILL TAKE LEAD ON REVIEWS FOR ALL ITEMS UP TO THE REQUIRED DFE. THE C"",""old_value"":""FEMA SFHA: LIMITED PRIVATE PROVIDER – PLAN REVIEW AND INSPECTIONS. CITY OF TAMPA WILL REVIEW FOR SUBSTANTIAL IMPROVEMENT (SI), FLOOD LOAD, AND FLOOD RESISTANT MATERIALS. IF PROJECT IS SI, THE CITY WILL TAKE LEAD ON REVIEWS FOR ALL ITEMS UP TO THE REQUIRED DFE. THE CITY WILL TAKE LEAD ON INSPECTI"",""record_count"":1},{""new_value"":""NEW SINGLE FAMILY TOWNHOME - LOTS 1, 2, 3, 4, 5, 6, 7, 8 - BLOCK T7 - UTILITY PERMIT - UTL-22-0000963 3-story, 8 unit fee simple townhouses with attached garage, front porch and balcony Lot 1/Unit 1 - Physical Address: 1447 W Chestnut St Lot 2/Unit 2 - Physical Address: 1445 W Chestnut St Lot"",""old_value"":""NEW SINGLE FAMILY TOWNHOME - LOTS 1, 2, 3, 4, 5, 6, 7, 8 - BLOCK T7 - UTILITY PERMIT - UTL-22-0000963 3-story, 8 unit fee simple townhouses with attached garage, front porch and balcony Master Site-BLD-22-0493477"",""record_count"":1},{""new_value"":""PP Inspections: New Construction two story SFR"",""old_value"":""New Construction two story SFR"",""record_count"":1},{""new_value"":""PP Plan Review & Inspections: *Project is located in a Special Flood Hazard Area* NEW SFR - LOT 16 - BLOCK 6"",""old_value"":""PP Plan Review & Inspections: NEW SFR - LOT 16 - BLOCK 6 - PP PLANS & INSP"",""record_count"":1},{""new_value"":""REISSUE - Current permit is BTR-25-0608267 but the owner wants to do entire removal and replacement of electrical, plumbing, and mechanical.. Replacing drywall on walls and ceilings. Floor plan to remain the same. Original Application Date 8/7/2025"",""old_value"":""REISSUE - Current permit is BTR-25-0608267 but the owner wants to do some electrical and plumbing work. Replacing drywall on walls and ceilings. Floor plan to remain the same. Original Application Date 8/7/2025"",""record_count"":1},{""new_value"":""Repair the interior of the detached unit on this property. Repair drywall and paint. New floors. Update existing bathroom. New kitchen cabinets and countertop. Add minisplit"",""old_value"":""Repair the interior of the detached unit on this property. Repair drywall and paint. New floors. Update existing bathroom. New kitchen cabinets and countertop."",""record_count"":1},{""new_value"":""Apartment B. Repairing fire damaged framing and siding on the rear corner of the building, Electrical"",""old_value"":""Repairing fire damaged framing and siding on the rear corner of the building, Electrical"",""record_count"":1}]",False
construction_inspections,project_name,project_name_changed,7,7,2419,0.002894,"[{""new_value"":""FEMA: 2 STORY: NEW SFR"",""old_value"":""04-24-25 KPI | FEMA: 2 STORY: NEW SFR"",""record_count"":1},{""new_value"":""12-10-25 KPI | FEMA: PP: / Interior Alteration Buildout: West Shore Place"",""old_value"":""12-10-25 KPI | FEMA: PP / Interior Alteration Buildout: West Shore Place"",""record_count"":1},{""new_value"":""PP:Early Start: Bldg G: Int/Ext. Remodel"",""old_value"":""Early Start: Bldg G: Int/Ext. Remodel"",""record_count"":1},{""new_value"":""FEMA: PP: NEW 2 STORY SFR"",""old_value"":""FEMA:NEW 2 STORY SFR"",""record_count"":1},{""new_value"":""PP: Interior Renovation"",""old_value"":""Interior Renovation"",""record_count"":1},{""new_value"":""PP: New 2-Story SFR"",""old_value"":""New 2-Story SFR"",""record_count"":1},{""new_value"":""SEC: PP: Suite 200 Interior ALT (Vault Insurance)"",""old_value"":""SEC: PP Suite 200 Interior ALT (Vault Insurance)"",""record_count"":1}]",False
construction_inspections,status,status_changed,39,39,2419,0.016122,"[{""new_value"":""Revision"",""old_value"":""Issued"",""record_count"":37},{""new_value"":""Issued"",""old_value"":""Revision"",""record_count"":2}]",False
development_coordination,TENTATIVEHEARING,other_field_changed,3,3,252,0.011905,"[{""new_value"":""10/15/2026"",""old_value"":""08/27/2026"",""record_count"":1},{""new_value"":""10/17/2026"",""old_value"":""N/A"",""record_count"":1},{""new_value"":""12/10/2026"",""old_value"":""N/A"",""record_count"":1}]",False
development_coordination,TENTATIVETIME,other_field_changed,1,1,252,0.003968,"[{""new_value"":""17:01"",""old_value"":""(blank)"",""record_count"":1}]",False
development_coordination,status,status_changed,41,41,252,0.162698,"[{""new_value"":""In Process"",""old_value"":""Awaiting Client Reply"",""record_count"":15},{""new_value"":""Awaiting Client Reply"",""old_value"":""In Process"",""record_count"":14},{""new_value"":""Awaiting Client Reply"",""old_value"":""Open"",""record_count"":6},{""new_value"":""In Process"",""old_value"":""Open"",""record_count"":4},{""new_value"":""Open"",""old_value"":""Awaiting Client Reply"",""record_count"":2}]",False
historic_preservation,CREATEDDATE,other_field_changed,156,156,156,1.0,"[{""new_value"":""1788222704000"",""old_value"":""1787272260000"",""record_count"":88},{""new_value"":""1788222704000"",""old_value"":""1787272259000"",""record_count"":64},{""new_value"":""1788222705000"",""old_value"":""1787272260000"",""record_count"":2},{""new_value"":""1788222704000"",""old_value"":""1787272258000"",""record_count"":1},{""new_value"":""1788222702000"",""old_value"":""1787272259000"",""record_count"":1}]",True
historic_preservation,TEANTATIVEHEARING,other_field_changed,1,1,156,0.00641,"[{""new_value"":""10/05/2026"",""old_value"":""09/02/2026"",""record_count"":1}]",False
historic_preservation,status,status_changed,6,6,156,0.038462,"[{""new_value"":""Awaiting Client Reply"",""old_value"":""In Process"",""record_count"":4},{""new_value"":""In Process"",""old_value"":""Awaiting Client Reply"",""record_count"":1},{""new_value"":""Open"",""old_value"":""Awaiting Client Reply"",""record_count"":1}]",False
single_family_permits,ADDRESS,other_field_changed,1,1,992,0.001008,"[{""new_value"":""533 Suwanee Cir"",""old_value"":""526 Suwanee Cir"",""record_count"":1}]",False
single_family_permits,CREATEDDATE,other_field_changed,992,992,992,1.0,"[{""new_value"":""1788221063000"",""old_value"":""1787270668000"",""record_count"":979},{""new_value"":""1788221062000"",""old_value"":""1787270668000"",""record_count"":11},{""new_value"":""1788221063000"",""old_value"":""1787270665000"",""record_count"":1},{""new_value"":""1788221060000"",""old_value"":""1787270668000"",""record_count"":1}]",True
single_family_permits,TASK_DUE_DATE,other_field_changed,2,2,992,0.002016,"[{""new_value"":""1788307200000"",""old_value"":""1744156800000"",""record_count"":1},{""new_value"":""1787788800000"",""old_value"":""1747958400000"",""record_count"":1}]",False
single_family_permits,TASK_STATUS_DATE,other_field_changed,1,1,992,0.001008,"[{""new_value"":""1787702400000"",""old_value"":""1780012800000"",""record_count"":1}]",False
single_family_permits,status,status_changed,21,21,992,0.021169,"[{""new_value"":""Revision | Issued"",""old_value"":""Issued | Issued"",""record_count"":19},{""new_value"":""Issued | Issued"",""old_value"":""Revision | Issued"",""record_count"":2}]",False
