record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-69ea85f8d6bf36b5,CAPITAL_IMPROVEMENTS|NATIVE|1002935,src-0c9f08784b7e0f94,tpa-d3ca81ecd3bf22,capital_improvements,1002935,2027-06-01,2027-06,capital_planned_start,planstart,source_reported_plan,1,1,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,30% Design Completion,Belmont Heights Gravity Sewer Rehabilitation by CIPP Lining,Wastewater,,East Tampa 1,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002935.pdf
rec-57ac4a9c80d0aafe,CAPITAL_LOCATIONS_LINE|NATIVE|1002935,src-58d73a71a88d56ae,tpa-d3ca81ecd3bf22,capital_locations_line,1002935,2027-06-01,2027-06,capital_planned_start,planstart,source_reported_plan,1,1,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,30% Design Completion,Belmont Heights Gravity Sewer CIPP Lining,Wastewater,,Belmont Heights,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/1
