accela_record_id,record_number,source_module,disposition,match_method,matched_activity_id,integrated_activity_id,duplicate_key,review_required
acc-f4fcf36ec23ca6ea5a91,BLD-25-0518613-FR1,Building,appended_new_activity,no_exact_core_match,,tpa-3a3a6d9ff898a6,BLD250518613FR1,false
acc-8939eff5925d62ffb1fb,BLD-25-0518613-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-dd7733b467a568,BLD250518613REV1,false
acc-99cd0d1d56d382c21a87,BLD-25-0518613-REV2,Building,appended_new_activity,no_exact_core_match,,tpa-e80bae10fa30f5,BLD250518613REV2,false
acc-72bea92d8e5e3eda2693,BLD-25-0518614,Building,appended_new_activity,no_exact_core_match,,tpa-e034fbffaa2ea4,BLD250518614,false
acc-41a267a2a0983d8a026b,BLD-25-0518615,Building,appended_new_activity,no_exact_core_match,,tpa-28f955a1d452f2,BLD250518615,false
acc-21ff368a7b6041f74166,BLD-25-0518617,Building,appended_new_activity,no_exact_core_match,,tpa-7c77a011a5faa6,BLD250518617,false
acc-0063549718be26a417c8,BLD-25-0518618,Building,appended_new_activity,no_exact_core_match,,tpa-ed80af09762196,BLD250518618,false
acc-9a7230290e7ce9a3831e,BLD-25-0518619,Building,appended_new_activity,no_exact_core_match,,tpa-c31349180f1468,BLD250518619,false
acc-bab90c1de7ded3a61b5f,BLD-25-0518619-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-4afc7c0e891437,BLD250518619REV1,false
acc-f8e40fd0936573f0acbe,BLD-25-0518620,Building,appended_new_activity,no_exact_core_match,,tpa-809e13b0f3c57b,BLD250518620,false
acc-d510c0275d5d2f88da2c,BLD-25-0518621,Building,appended_new_activity,no_exact_core_match,,tpa-e7d4c9e89b6157,BLD250518621,false
acc-9a9797986e21eec9ea0b,BLD-25-0518622,Building,merged_existing_activity,exact_public_record_number,tpa-dc924e01ef07da,tpa-dc924e01ef07da,BLD250518622,false
acc-62bfc9b31efe106cb56c,BLD-25-0518622-FR1,Building,appended_new_activity,no_exact_core_match,,tpa-136bd24ac48245,BLD250518622FR1,false
acc-5fddbf22f3b78d8411a2,BLD-25-0518622-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-392b2fdb04042c,BLD250518622REV1,false
acc-bb87fe336ed4b86ea413,BLD-25-0518623,Building,appended_new_activity,no_exact_core_match,,tpa-dc05905cc3e58c,BLD250518623,false
acc-fa29ac85437c2819b55f,BLD-25-0518623-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-608ce7a3f5ec08,BLD250518623REV1,false
acc-9429c10574a6dcb62b12,BLD-25-0518624,Building,appended_new_activity,no_exact_core_match,,tpa-d0cfa251bbb30e,BLD250518624,false
acc-073f7031bc44e26b06ea,BLD-25-0518625,Building,appended_new_activity,no_exact_core_match,,tpa-8a2b76f9250160,BLD250518625,false
acc-148b6ee1dde0bf3086cc,BLD-25-0518625-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-c3d63cbf0bbe72,BLD250518625REV1,false
acc-3c7e47b97a50c6d2b4a9,BLD-25-0518625-REV2,Building,appended_new_activity,no_exact_core_match,,tpa-90ba21dcd8bfd8,BLD250518625REV2,false
acc-6d28215fdf940ca0fda7,BLD-25-0518626,Building,merged_existing_activity,exact_public_record_number,tpa-5cd621a33545b4,tpa-5cd621a33545b4,BLD250518626,false
acc-11ffd94d56f19ccb5bc2,BLD-25-0518627,Building,merged_existing_activity,exact_public_record_number,tpa-0d141ecfee0746,tpa-0d141ecfee0746,BLD250518627,false
acc-68c177ebe186c5886efe,BLD-25-0518628,Building,appended_new_activity,no_exact_core_match,,tpa-6bc6afad9b3571,BLD250518628,false
acc-980d8b02483c00479756,BLD-25-0518628-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-49aa80f14d7e16,BLD250518628REV1,false
acc-7da2d86693bf04793cdb,BLD-25-0518629,Building,appended_new_activity,no_exact_core_match,,tpa-6cb20a576a759b,BLD250518629,false
acc-45a62cff3db25be8b8ca,BLD-25-0518631,Building,appended_new_activity,no_exact_core_match,,tpa-8291bc0962b874,BLD250518631,false
acc-337b613d2bb96cb51388,BLD-25-0518632,Building,appended_new_activity,no_exact_core_match,,tpa-1f3802049e6c77,BLD250518632,false
acc-abf6d288c47fc5e13ce6,BLD-25-0518632-SITE-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-3744f831f49cef,BLD250518632SITEREV1,false
acc-daf22ce4af160f051d08,BLD-25-0518633,Building,appended_new_activity,no_exact_core_match,,tpa-b23910834271bb,BLD250518633,false
acc-cebd2f0155c350b3256e,BLD-25-0518635,Building,merged_existing_activity,exact_public_record_number,tpa-e9be14d3883d5b,tpa-e9be14d3883d5b,BLD250518635,false
acc-07623ce5a49255f46a62,BLD-25-0518635-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-cffeb5c23ed4c1,BLD250518635REV1,false
acc-89cea760077c091f32b1,BLD-25-0518636,Building,merged_existing_activity,exact_public_record_number,tpa-df40978b7a497b,tpa-df40978b7a497b,BLD250518636,false
acc-bbe6f009b531e7cc93fa,BLD-25-0518636-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-f9e3ab7a6006a5,BLD250518636REV1,false
acc-79815c2f0931c915fae6,BLD-25-0518637,Building,appended_new_activity,no_exact_core_match,,tpa-8f4aa192acedad,BLD250518637,false
acc-cd00009fa1b53ffb38f8,BLD-25-0518638,Building,appended_new_activity,no_exact_core_match,,tpa-59b87c3507c9b6,BLD250518638,false
acc-81c6163897613d170790,BLD-25-0518639,Building,appended_new_activity,no_exact_core_match,,tpa-af5e1e6b30bf3f,BLD250518639,false
acc-11ca2401232a3829dc19,BLD-25-0518640,Building,appended_new_activity,no_exact_core_match,,tpa-2daf468e89b671,BLD250518640,false
acc-edb38958e3319ac677cf,BLD-25-0518641,Building,appended_new_activity,no_exact_core_match,,tpa-19979ba25d95b4,BLD250518641,false
acc-6ed6ce237f07e3536dec,BLD-25-0518642,Building,merged_existing_activity,exact_public_record_number,tpa-755661410676a3,tpa-755661410676a3,BLD250518642,false
acc-677fa43481d25ff33dc4,BLD-25-0518643,Building,appended_new_activity,no_exact_core_match,,tpa-45dfee607ced9b,BLD250518643,false
acc-19a0abefa50798defeec,BLD-25-0518644,Building,appended_new_activity,no_exact_core_match,,tpa-dd5b1ebde3bca7,BLD250518644,false
acc-9626d7d173b1a85ae1b2,BLD-25-0518644-SITE-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-a40d79640670ba,BLD250518644SITEREV1,false
acc-d94154e824ad5dda0bf0,BLD-25-0518644-SITE-REV2,Building,appended_new_activity,no_exact_core_match,,tpa-6d7b7f4a4f0610,BLD250518644SITEREV2,false
acc-cf84d23b81a0a08bb087,BLD-25-0518644-SITE-REV3,Building,appended_new_activity,no_exact_core_match,,tpa-69193fa0753dd3,BLD250518644SITEREV3,false
acc-6e24bb5d048f2ae2c949,BLD-25-0518645,Building,appended_new_activity,no_exact_core_match,,tpa-18a6e25508cfe5,BLD250518645,false
acc-9f8ddeb57a52ac288574,BLD-25-0518646,Building,appended_new_activity,no_exact_core_match,,tpa-eddbd152d5dfb1,BLD250518646,false
acc-c367eeec3f85e17a2b1c,BLD-25-0518647,Building,appended_new_activity,no_exact_core_match,,tpa-fb2953c37fff78,BLD250518647,false
acc-5efa429900d5fba4dd2f,BLD-25-0518648,Building,appended_new_activity,no_exact_core_match,,tpa-0afe26d0ab92c7,BLD250518648,false
acc-129934a708df8b09f449,BLD-25-0518649,Building,merged_existing_activity,exact_public_record_number,tpa-c3df4261b7c953,tpa-c3df4261b7c953,BLD250518649,false
acc-299f8939b3d99409cc16,BLD-25-0518649-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-6eb66a1302c559,BLD250518649REV1,false
acc-6c26126954f7dfbd8a53,BLD-25-0518650,Building,appended_new_activity,no_exact_core_match,,tpa-b011681e016b7b,BLD250518650,false
acc-e29dd4769443e32759d1,BLD-25-0518651,Building,appended_new_activity,no_exact_core_match,,tpa-544ae65d147784,BLD250518651,false
acc-39fe79fc8ae3c03f9cf5,BLD-25-0518652,Building,appended_new_activity,no_exact_core_match,,tpa-521d5bdab591a3,BLD250518652,false
acc-b8a29490ffbc52e2d499,BLD-25-0518653,Building,appended_new_activity,no_exact_core_match,,tpa-bbbe65e6b3e6e0,BLD250518653,false
acc-91ad9ff800250edbcb15,BLD-25-0518654,Building,appended_new_activity,no_exact_core_match,,tpa-20e3cc2a1dc6ef,BLD250518654,false
acc-3855ad5385aa61c2f89d,BLD-25-0518655,Building,appended_new_activity,no_exact_core_match,,tpa-d04cbd64ccfd8d,BLD250518655,false
acc-ceeddebef443553915f9,BLD-25-0518656,Building,merged_existing_activity,exact_public_record_number,tpa-346240b8d26b78,tpa-346240b8d26b78,BLD250518656,false
acc-855e6e542cf4b1898971,BLD-25-0518656-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-d593f28ff104b5,BLD250518656REV1,false
acc-58eb32df0441aa609c8f,BLD-25-0518657,Building,merged_existing_activity,exact_public_record_number,tpa-e4e8c0c9e5dd84,tpa-e4e8c0c9e5dd84,BLD250518657,false
acc-0a75e60a9ff358a8af5b,BLD-25-0518657-6,Building,appended_new_activity,no_exact_core_match,,tpa-0ce7130164372e,BLD2505186576,false
acc-c1ba4b250e4905101cba,BLD-25-0518658,Building,appended_new_activity,no_exact_core_match,,tpa-6198d92838f375,BLD250518658,false
acc-ddae5ec493949ee67978,BLD-25-0518659,Building,appended_new_activity,no_exact_core_match,,tpa-f7163c52d6868a,BLD250518659,false
acc-8007804543c29c782385,BLD-25-0518660,Building,appended_new_activity,no_exact_core_match,,tpa-680dfc74f5493c,BLD250518660,false
acc-00ff5f5f3aa11755daac,BLD-25-0518661,Building,appended_new_activity,no_exact_core_match,,tpa-99553a1044f832,BLD250518661,false
acc-fdea0cfac2b536d9647f,BLD-25-0518662,Building,appended_new_activity,no_exact_core_match,,tpa-342801af5cd31b,BLD250518662,false
acc-19b000ed6b3ecbd57553,BLD-25-0518663,Building,appended_new_activity,no_exact_core_match,,tpa-158169ce1fa6d3,BLD250518663,false
acc-7159190db814e2711743,BLD-25-0518663-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-ad8b9f7034f9d7,BLD250518663REV1,false
acc-105a3d52356bbac82489,BLD-25-0518664,Building,merged_existing_activity,exact_public_record_number,tpa-9fc6ed7a9d0f66,tpa-9fc6ed7a9d0f66,BLD250518664,false
acc-d01e12738a9c00b57074,BLD-25-0518664-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-ddeb87a856826a,BLD250518664REV1,false
acc-fb6a97cdbe55fa09acfc,BLD-25-0518664-REV2,Building,appended_new_activity,no_exact_core_match,,tpa-0bb6be606bad7e,BLD250518664REV2,false
acc-1ac2e8a1f5a5f472d670,BLD-25-0518665,Building,appended_new_activity,no_exact_core_match,,tpa-eaa495698ab7d1,BLD250518665,false
acc-814b278c874705d9d606,BLD-25-0518666,Building,appended_new_activity,no_exact_core_match,,tpa-19bc5dc3c20dd5,BLD250518666,false
acc-c3debb2116605adb3328,BLD-25-0518667,Building,appended_new_activity,no_exact_core_match,,tpa-0e1638a99be0a1,BLD250518667,false
acc-1908a237b104ffe06038,BLD-25-0518667-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-c0ee03506c754c,BLD250518667REV1,false
acc-f6cac3b474c6e9d442ec,BLD-25-0518668,Building,merged_existing_activity,exact_public_record_number,tpa-e26578745a33ca,tpa-e26578745a33ca,BLD250518668,false
acc-fb72891181472ad7eee4,BLD-25-0518669,Building,appended_new_activity,no_exact_core_match,,tpa-a9b97277e99ade,BLD250518669,false
acc-bd61ba6bad80231ceee1,BLD-25-0518670,Building,appended_new_activity,no_exact_core_match,,tpa-063c579f5a7fa2,BLD250518670,false
acc-22e65d1ea1d27d40d20b,BLD-25-0518670-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-47bbd6c02a6771,BLD250518670REV1,false
acc-4a09ae51d99c198107dd,BLD-25-0518671,Building,merged_existing_activity,exact_public_record_number,tpa-8f54fa56da7140,tpa-8f54fa56da7140,BLD250518671,false
acc-cc1143017119f9574b01,BLD-25-0518672,Building,appended_new_activity,no_exact_core_match,,tpa-cc46a91e7d5a70,BLD250518672,false
acc-1d983d7c5fcce8874089,BLD-25-0518672-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-0ff671f89d4d40,BLD250518672REV1,false
acc-a260349bd19ec1c670c1,BLD-25-0518672-REV2,Building,appended_new_activity,no_exact_core_match,,tpa-8ac2fd5eb6a544,BLD250518672REV2,false
acc-a81da153fc558512c411,BLD-25-0518673,Building,appended_new_activity,no_exact_core_match,,tpa-6330963a0ec872,BLD250518673,false
acc-4dcf23a19741a036cc15,BLD-25-0518674,Building,appended_new_activity,no_exact_core_match,,tpa-49b7c3090b54f4,BLD250518674,false
acc-5222d82945bcd7462ea5,BLD-25-0518675,Building,merged_existing_activity,exact_public_record_number,tpa-6ee94ca384d4de,tpa-6ee94ca384d4de,BLD250518675,false
acc-c8a840d07283fb4958e2,BLD-25-0518675-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-b086c64c58f061,BLD250518675REV1,false
acc-d5259a28fd3eed6ba105,BLD-25-0518676,Building,appended_new_activity,no_exact_core_match,,tpa-801dee1579b14f,BLD250518676,false
acc-10ed94302d53fdf72ce2,BLD-25-0518677,Building,merged_existing_activity,exact_public_record_number,tpa-4a2fcaec359384,tpa-4a2fcaec359384,BLD250518677,false
acc-7c1fd41c02b1f07ce7ce,BLD-25-0518677-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-c1f143fe2b0f1d,BLD250518677REV1,false
acc-6ec3816f07f05ee893ce,BLD-25-0518677-REV2,Building,appended_new_activity,no_exact_core_match,,tpa-b9d83e958186e4,BLD250518677REV2,false
acc-9a6b49862c39082ae9ea,BLD-25-0518679,Building,appended_new_activity,no_exact_core_match,,tpa-1dadef16756ff6,BLD250518679,false
acc-63888dc34b64584c3322,BLD-25-0518680,Building,appended_new_activity,no_exact_core_match,,tpa-c1f65cfc405fae,BLD250518680,false
acc-269374130acbe15a60d6,BLD-25-0518681,Building,appended_new_activity,no_exact_core_match,,tpa-855f24504b7561,BLD250518681,false
acc-c1f34026d7923ef3cdcb,BLD-25-0518682,Building,appended_new_activity,no_exact_core_match,,tpa-61934feffcdf63,BLD250518682,false
acc-3caa130e1658629e27e6,BLD-25-0518683,Building,appended_new_activity,no_exact_core_match,,tpa-c7de55ada8ee8b,BLD250518683,false
acc-283f8d063f7b7472c534,BLD-25-0518684,Building,appended_new_activity,no_exact_core_match,,tpa-00a4f473651c1f,BLD250518684,false
acc-19dd9ceec27e1aa4da85,BLD-25-0518685,Building,appended_new_activity,no_exact_core_match,,tpa-bcca8911676a52,BLD250518685,false
acc-695a1227d6fb52ca6d74,BLD-25-0518686,Building,appended_new_activity,no_exact_core_match,,tpa-874f90e5e89bfb,BLD250518686,false
acc-1c14094450c3a0de90f0,BLD-25-0518687,Building,appended_new_activity,no_exact_core_match,,tpa-88d100746f388b,BLD250518687,false
acc-00dbabe1bf74131d11eb,BLD-25-0518688,Building,appended_new_activity,no_exact_core_match,,tpa-63097b1ab3a0d8,BLD250518688,false
acc-9d021a308a99acf8e2d0,BLD-25-0518689,Building,appended_new_activity,no_exact_core_match,,tpa-1e9236e230c9ed,BLD250518689,false
acc-11b30eb6bc3db7a5a791,BLD-25-0518689-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-c10a134496ca9f,BLD250518689REV1,false
acc-ad8721aff25f101089f1,BLD-25-0518690,Building,appended_new_activity,no_exact_core_match,,tpa-e02f35cb8edc74,BLD250518690,false
acc-21234101e1a1ea2a49e0,BLD-25-0518691,Building,appended_new_activity,no_exact_core_match,,tpa-caf972c437bbd5,BLD250518691,false
acc-4b50ffe35a574a810f4f,BLD-25-0518692,Building,merged_existing_activity,exact_public_record_number,tpa-d63bc03b6f4a49,tpa-d63bc03b6f4a49,BLD250518692,false
acc-af1e520b6f808981649d,BLD-25-0518692-FR1,Building,appended_new_activity,no_exact_core_match,,tpa-4e46203dda6e89,BLD250518692FR1,false
acc-d45c54be9af6fe7b5334,BLD-25-0518692-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-2d62bac178a0ea,BLD250518692REV1,false
acc-d638b04289f68a1edb5b,BLD-25-0518693,Building,appended_new_activity,no_exact_core_match,,tpa-f94d280252e27a,BLD250518693,false
acc-b1e4081e365edede77a5,BLD-25-0518694,Building,appended_new_activity,no_exact_core_match,,tpa-d42262c4af2953,BLD250518694,false
acc-55f54b9b8960ab8ab5fa,BLD-25-0518695,Building,appended_new_activity,no_exact_core_match,,tpa-dc3d60fbb59804,BLD250518695,false
acc-159dcb17de8073d6ca15,BLD-25-0518696,Building,appended_new_activity,no_exact_core_match,,tpa-6f8ff6a9ad9d0c,BLD250518696,false
acc-7ac3035b11c7e480b1cd,BLD-25-0518697,Building,appended_new_activity,no_exact_core_match,,tpa-e6a68df76159a5,BLD250518697,false
acc-a0790331610a5cf6891e,BLD-25-0518698,Building,appended_new_activity,no_exact_core_match,,tpa-0a0a60bc6820ff,BLD250518698,false
acc-6fbf38d56e8acbdddd6e,BLD-25-0518699,Building,appended_new_activity,no_exact_core_match,,tpa-97c1695bfd75da,BLD250518699,false
acc-14b0350edcc3478dc6b4,BLD-25-0518700,Building,appended_new_activity,no_exact_core_match,,tpa-20cf1cabd9055b,BLD250518700,false
acc-8ff5c729d6faa65ac920,BLD-25-0518701,Building,appended_new_activity,no_exact_core_match,,tpa-b8534dccfc5d56,BLD250518701,false
acc-e753a4c6300448a0030a,BLD-25-0518701-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-e487793f8fe655,BLD250518701REV1,false
acc-40602328767ffb452118,BLD-25-0518702,Building,merged_existing_activity,exact_public_record_number,tpa-cb1d1c75cafbd2,tpa-cb1d1c75cafbd2,BLD250518702,false
acc-afe55abbc3cf8bc1c9fc,BLD-25-0518703,Building,appended_new_activity,no_exact_core_match,,tpa-fd836e4147d465,BLD250518703,false
acc-890cdc0aa638065dc125,BLD-25-0518704,Building,appended_new_activity,no_exact_core_match,,tpa-80002627802a2f,BLD250518704,false
acc-9edbfb30016843a8123d,BLD-25-0518705,Building,appended_new_activity,no_exact_core_match,,tpa-6aa75378764940,BLD250518705,false
acc-a132d17df98784bfe8e9,BLD-25-0518705-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-5272e2e59ac5d9,BLD250518705REV1,false
acc-f7336bf352978eb53013,BLD-25-0518706,Building,appended_new_activity,no_exact_core_match,,tpa-e89bacc0d6d517,BLD250518706,false
acc-ca1fb7747133a1145b86,BLD-25-0518707,Building,merged_existing_activity,exact_public_record_number,tpa-f9064c11524ff3,tpa-f9064c11524ff3,BLD250518707,false
acc-7fe69743fc8d1ec1e04d,BLD-25-0518708,Building,appended_new_activity,no_exact_core_match,,tpa-59a3636ae87a3c,BLD250518708,false
acc-cbfd99ceb0850b9add33,BLD-25-0518709,Building,appended_new_activity,no_exact_core_match,,tpa-4145996ac1dafa,BLD250518709,false
acc-06ec23fdffa7360e387f,BLD-25-0518710,Building,appended_new_activity,no_exact_core_match,,tpa-82f38ff688efcd,BLD250518710,false
acc-e82a4f845fef07eac462,BLD-25-0518711,Building,appended_new_activity,no_exact_core_match,,tpa-5edd672af8129f,BLD250518711,false
acc-86c7b36c63fec4809808,BLD-25-0518712,Building,appended_new_activity,no_exact_core_match,,tpa-ceba6299293b7d,BLD250518712,false
acc-440117d88f89a59b306a,BLD-25-0518712-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-37822a01435e2b,BLD250518712REV1,false
acc-52611c2e9af36e8b8063,BLD-25-0518713,Building,appended_new_activity,no_exact_core_match,,tpa-e8286725e9c648,BLD250518713,false
acc-1b3a947193ee2b706d16,BLD-25-0518714,Building,merged_existing_activity,exact_public_record_number,tpa-ce1351e2d82b7c,tpa-ce1351e2d82b7c,BLD250518714,false
acc-5b1104e311bc8ff4284e,BLD-25-0518714-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-d5af2b47c24850,BLD250518714REV1,false
acc-0e1dec32384bd293d810,BLD-25-0518714-SITE-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-059b24e8009224,BLD250518714SITEREV1,false
acc-6b0de9ac3934d3992f2d,BLD-25-0518714-SITE-REV2,Building,appended_new_activity,no_exact_core_match,,tpa-d2aa90124b2943,BLD250518714SITEREV2,false
acc-4ded94b6944a8ea4d7fe,BLD-25-0518715,Building,appended_new_activity,no_exact_core_match,,tpa-b47be7ed20ff52,BLD250518715,false
acc-c3767eb7abff3e06fd80,BLD-25-0518716,Building,appended_new_activity,no_exact_core_match,,tpa-261f229cfbb810,BLD250518716,false
acc-9abad67681dc8533ae5b,BLD-25-0518717,Building,appended_new_activity,no_exact_core_match,,tpa-6d5f1aff37c934,BLD250518717,false
acc-a27e7e34f3d81af205b6,BLD-25-0518718,Building,appended_new_activity,no_exact_core_match,,tpa-f841dc68c020aa,BLD250518718,false
acc-18d8fd05ea75df4d2421,BLD-25-0518719,Building,merged_existing_activity,exact_public_record_number,tpa-b3b4022a0f7a84,tpa-b3b4022a0f7a84,BLD250518719,false
acc-b76811e86c960e74cc3a,BLD-25-0518720,Building,merged_existing_activity,exact_public_record_number,tpa-f2cf1c54350891,tpa-f2cf1c54350891,BLD250518720,false
acc-d6fe51fbc02bd86dcec5,BLD-25-0518721,Building,appended_new_activity,no_exact_core_match,,tpa-74161b5741a70d,BLD250518721,false
acc-a29289d15ef2b6c3db6b,BLD-25-0518721-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-3a3f911c2866d1,BLD250518721REV1,false
acc-944cb30fe9dc3d93760c,BLD-25-0518722,Building,appended_new_activity,no_exact_core_match,,tpa-3d0072eb39c0ed,BLD250518722,false
acc-74f498d9ce6fe8856d98,BLD-25-0518723,Building,appended_new_activity,no_exact_core_match,,tpa-8389bf6830f75b,BLD250518723,false
acc-f04b99260547ef4cba1e,BLD-25-0518724,Building,merged_existing_activity,exact_public_record_number,tpa-b546910ce4024f,tpa-b546910ce4024f,BLD250518724,false
acc-0632b161624984619f65,BLD-25-0518725,Building,appended_new_activity,no_exact_core_match,,tpa-615cb52c6c5411,BLD250518725,false
acc-3f78c7b3d72bbdaeef8f,BLD-25-0518726,Building,appended_new_activity,no_exact_core_match,,tpa-8679533d5f3601,BLD250518726,false
acc-66f47a0ad5c32d33dec7,BLD-25-0518727,Building,appended_new_activity,no_exact_core_match,,tpa-03286af17cf1f7,BLD250518727,false
acc-166008c1d460c28360b2,BLD-25-0518728,Building,appended_new_activity,no_exact_core_match,,tpa-5aec393120e870,BLD250518728,false
acc-d290a00f22243d2a2404,BLD-25-0518729,Building,appended_new_activity,no_exact_core_match,,tpa-8510d608155098,BLD250518729,false
acc-7a0f23de638fdaaa7f72,BLD-25-0518730,Building,appended_new_activity,no_exact_core_match,,tpa-addfb239e54af3,BLD250518730,false
acc-cf524f6b923852704466,BLD-25-0518731,Building,appended_new_activity,no_exact_core_match,,tpa-422fdf396bb2ae,BLD250518731,false
acc-c96fe2683b0da5182e16,BLD-25-0518731-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-a5ba11664ba09d,BLD250518731REV1,false
acc-4161d9d238b2b757e824,BLD-25-0518731-SITE-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-6b5665f8d13372,BLD250518731SITEREV1,false
acc-4c616a2a7407bc970ee1,BLD-25-0518732,Building,appended_new_activity,no_exact_core_match,,tpa-311fa0d3191cfd,BLD250518732,false
acc-f9fbda1d79856b9be90a,BLD-25-0518733,Building,merged_existing_activity,exact_public_record_number,tpa-eba4e0f3fc1b4c,tpa-eba4e0f3fc1b4c,BLD250518733,false
acc-36f30340604b27eb1ba8,BLD-25-0518734,Building,appended_new_activity,no_exact_core_match,,tpa-36bdf6d5da0af7,BLD250518734,false
acc-830f2b8dbc45e08189fe,BLD-25-0518735,Building,appended_new_activity,no_exact_core_match,,tpa-5f690a31b978f8,BLD250518735,false
acc-25ba06ac11b84d0a9963,BLD-25-0518736,Building,appended_new_activity,no_exact_core_match,,tpa-b23c064d288f19,BLD250518736,false
acc-d3117c9c586824274437,BLD-25-0518737,Building,appended_new_activity,no_exact_core_match,,tpa-1d94d73226f797,BLD250518737,false
acc-2d7ff66d6911b8846485,BLD-25-0518738,Building,merged_existing_activity,exact_public_record_number,tpa-2ee1e09d1de875,tpa-2ee1e09d1de875,BLD250518738,false
acc-d4a43bfc30de56877de8,BLD-25-0518739,Building,appended_new_activity,no_exact_core_match,,tpa-434b3cbc07c0d8,BLD250518739,false
acc-0bbd2208faee25e01d08,BLD-25-0518740,Building,appended_new_activity,no_exact_core_match,,tpa-368f288ac53409,BLD250518740,false
acc-fc902e4ea3606c963bac,BLD-25-0518740-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-b4bd82f02766c0,BLD250518740REV1,false
acc-2558c38a2eddf76d9ba0,BLD-25-0518741,Building,merged_existing_activity,exact_public_record_number,tpa-1893453684f8c0,tpa-1893453684f8c0,BLD250518741,false
acc-753ad90e428ba13fe1b9,BLD-25-0518741-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-f46ca02fd658e9,BLD250518741REV1,false
acc-6d944283408811109c76,BLD-25-0518742,Building,appended_new_activity,no_exact_core_match,,tpa-f4dfe0394ea6a8,BLD250518742,false
acc-10ac051cf29349b8ceac,BLD-25-0518743,Building,appended_new_activity,no_exact_core_match,,tpa-1ce60887a11c59,BLD250518743,false
acc-c16b56370fe7887264ff,BLD-25-0518744,Building,merged_existing_activity,exact_public_record_number,tpa-838a75b27ec235,tpa-838a75b27ec235,BLD250518744,false
acc-0abbf1db005f18f1e0eb,BLD-25-0518744-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-77bb48d89be8ce,BLD250518744REV1,false
acc-7fa34d17dd50d4164edb,BLD-25-0518745,Building,appended_new_activity,no_exact_core_match,,tpa-0debdbeb003f65,BLD250518745,false
acc-afe6caa6bf492cbd39c2,BLD-25-0518746,Building,merged_existing_activity,exact_public_record_number,tpa-8641520643ea61,tpa-8641520643ea61,BLD250518746,false
acc-ca0adaf1b9efa6f948b0,BLD-25-0518746-FR1,Building,appended_new_activity,no_exact_core_match,,tpa-042b4e44ec754a,BLD250518746FR1,false
acc-1032c7ec8ca5cd7efcd3,BLD-25-0518746-REV1,Building,appended_new_activity,no_exact_core_match,,tpa-909575d4291b10,BLD250518746REV1,false
acc-d48ab4889957b3547a63,BLD-25-0518746-REV2,Building,appended_new_activity,no_exact_core_match,,tpa-b71b9b4b4f7df9,BLD250518746REV2,false
acc-ea611212dfaa4c305a1e,BLD-25-0518747,Building,appended_new_activity,no_exact_core_match,,tpa-b58be5c5c629b8,BLD250518747,false
acc-bed1ac2524d3902b93df,BLD-25-0518748,Building,appended_new_activity,no_exact_core_match,,tpa-1a670034a9b4ac,BLD250518748,false
acc-8000ba1b88776bf92142,BLD-25-0518749,Building,appended_new_activity,no_exact_core_match,,tpa-d04cf465c9543b,BLD250518749,false
acc-6f9fbb209be088317a9f,BLD-25-0518750,Building,appended_new_activity,no_exact_core_match,,tpa-65b63042f6c3b6,BLD250518750,false
acc-1caf00d310d650835d8d,BLD-25-0518751,Building,merged_existing_activity,exact_public_record_number,tpa-52c4b01da44800,tpa-52c4b01da44800,BLD250518751,false
acc-36c6e11ecc0b6ac4e811,BLD-25-0518752,Building,merged_existing_activity,exact_public_record_number,tpa-62a1bf88971672,tpa-62a1bf88971672,BLD250518752,false
acc-06019fe163040386b0dc,BLD-25-0518753,Building,appended_new_activity,no_exact_core_match,,tpa-0a00b99c1da193,BLD250518753,false
