record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-a337f7d2c740828d,CAPITAL_IMPROVEMENTS|NATIVE|1001865.4,src-9fa88f308845496a,tpa-a4b6540c53b52d,capital_improvements,1001865.4,2024-11-01,2024-11,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Construction in Progress,"Howard F. Curren AWTP Master Plan Improvements, Phase 1, Design-build GMP No. 4",Wastewater,,Port of Tampa,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001865.4.pdf
rec-e700122aaff2624e,CAPITAL_IMPROVEMENTS|NATIVE|1001565,src-face51e956c77d40,tpa-9c191dfc408eda,capital_improvements,1001565,2024-11-01,2024-11,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Closeout,Bayshore Pumping Station Rehabilitation,Wastewater,,Bayshore Beautiful,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001565.pdf
rec-0af1575d14cab4d6,CAPITAL_LOCATIONS_LINE|NATIVE|TRANS20177.1,src-eff2be116a600713,tpa-90a5446f3cdb57,capital_locations_line,TRANS20177.1,2024-11-13,2024-11,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Closeout,30th St (E Busch Blvd to E Bougainvillea Ave) Segment 1 (Resurfacing),Transportation,,"University Square Civic Association, Inc.",https://www.tampa.gov/project/trans201771
rec-a104d81881197388,CAPITAL_LOCATIONS_POINT|NATIVE|1001865.4B,src-3d5f3610da1f21bd,tpa-5094836b257f3e,capital_locations_point,1001865.4B,2024-11-01,2024-11,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Cancelled,"Howard F. Curren AWTP Master Plan Improvements, Phase 2, Design-build Amendment No. 1",Wastewater,,,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/0
rec-a36de698fdb1e39b,CAPITAL_LOCATIONS_POINT|NATIVE|1001565,src-f25fb69db9d2ebdb,tpa-9c191dfc408eda,capital_locations_point,1001565,2024-11-01,2024-11,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Closeout,Bayshore Pumping Station Rehabilitation,Wastewater,,Bayshore Beautiful,https://arcgis.tampagov.net/arcgis/rest/services/CapitalProjects/CityWideProjectsPublic/FeatureServer/0
rec-f1ce5ad1541e2cc7,CAPITAL_LOCATIONS_POLYGON|NATIVE|PR-22017,src-58915b4428bf6f52,tpa-98cce022ad94b0,capital_locations_polygon,PR-22017,2024-11-01,2024-11,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Contract Negotiations,Herman Massey Park Rehabilitation,Parks and Recreation,,Downtown River Arts,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1001365.pdf
rec-0a37160b9fb741eb,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-25-0512846,src-b756877097c36778,tpa-f5431a867cc639,construction_inspections,BLD-25-0512846,2024-11-21,2024-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,Accelerated Project | REISSUE - ** Storm Damage ** 155 E Davis Blvd (ACA),Commercial Building Alterations (Renovations),155 E Davis Blvd,Davis Islands,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=02OGM&agencyCode=TAMPA
rec-197cc2e23af6bc37,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-25-0513247,src-7dda5f6673bc4239,tpa-dc665f56847db3,construction_inspections,BLD-25-0513247,2024-11-26,2024-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,08-04-25 KPI | PP: Comm Addition-Veterinary Clinic,Commercial New Construction and Additions,3400 N Florida Ave,Tampa Heights,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=02QWS&agencyCode=TAMPA
rec-1b136a3bddbbefac,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-25-0512923,src-f2634ad5a82fdc73,tpa-71c734b38bf051,construction_inspections,BLD-25-0512923,2024-11-26,2024-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,Facilitated Project | PRIVATE PROVIDER: FEMA: THRESHOLD: Phase 2: Gasworx Parcel E2,Commercial New Construction and Additions,1301 E 4th Ave,Historic Ybor,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=02OYZ&agencyCode=TAMPA
rec-1d33f1ac87bd6f4e,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-25-0512620,src-e6c6cbc16ff10238,tpa-5151248dd7ecf5,construction_inspections,BLD-25-0512620,2024-11-18,2024-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,05-05-25 KPI SHELL/COMPLETE | 3-story: 5 Unit Fee Simple Townhouses-ALPHA,Commercial New Construction and Additions,2215 N 22nd St,Historic East Ybor and Gary,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=02N7N&agencyCode=TAMPA
rec-25b63f1cf7ac1b26,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-25-0512611,src-8c9984c08020acc4,tpa-b82a5ebc384c5f,construction_inspections,BLD-25-0512611,2024-11-08,2024-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,05-20-25 KPI | New Funeral Home,Commercial New Construction and Additions,3602 N 50th St,Highland Pines,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=02N67&agencyCode=TAMPA
rec-25bd91855ce49722,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-25-0512996,src-01377d7f0c549707,tpa-b6237abcb7301c,construction_inspections,BLD-25-0512996,2024-11-29,2024-11,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,04-18-25 KPI | NEW SFR / 2 Story,Residential New Construction and Additions (1 and 2 Family),3913 W Mullen Ave,Swann Estates,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=02PAO&agencyCode=TAMPA
