record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-d93cf8d468ef156d,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-17-0453692,src-e07c18dcf3eca37d,tpa-5dc2ee70142bb7,construction_inspections,BLD-17-0453692,2017-07-24,2017-07,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,Revision,Accelerated Project | Reissue:Secure - Interior Renovation,Commercial Building Alterations (Renovations),1925 E 2nd Ave,Historic Ybor,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=00TX6&agencyCode=TAMPA
