record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-01831e759e384e1e,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0491018,src-473afc2be6086bac,tpa-5a91f9508277d0,construction_inspections,BLD-22-0491018,2022-02-23,2022-02,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,Re-issued Owner Addition/Remodel,Residential New Construction and Additions (1 and 2 Family),4824 N Mendenhall Dr,Wellswood,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=00A7I&agencyCode=TAMPA
rec-27cae35763ea80dc,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0490987,src-41a6946d761ff0c3,tpa-553ba48b3c0a69,construction_inspections,BLD-22-0490987,2022-02-22,2022-02,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,REISSUE - Addition,Residential New Construction and Additions (1 and 2 Family),855 S Church Ave,Swann Estates,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=009YT&agencyCode=TAMPA
rec-2bcf8c4b65cc5c07,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0491279,src-63f92247eeb5d7db,tpa-70c391cf5ff2da,construction_inspections,BLD-22-0491279,2022-02-24,2022-02,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,Reissue: Interior remodel,Residential Building Alterations (Renovations),1108 W Horatio St,Historic Hyde Park,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=00CAZ&agencyCode=TAMPA
rec-30fb9025f8f713cd,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0490570,src-850a52d662f854d4,tpa-e759d27268346c,construction_inspections,BLD-22-0490570,2022-02-07,2022-02,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,REISSUE - res remodel,Residential Building Alterations (Renovations),11411 N 19th St,University Square,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=006QC&agencyCode=TAMPA
rec-4e49fc23dc3a5941,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0490718,src-b1cc462e84774c3f,tpa-5f612bfff32912,construction_inspections,BLD-22-0490718,2022-02-11,2022-02,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,Re-issued: Addition to Detached Garage,Residential New Construction and Additions (1 and 2 Family),904 S Bruce St,Historic Hyde Park,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=007Y9&agencyCode=TAMPA
rec-4f76a144a1976bc8,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0491096,src-8996cad497f6b85f,tpa-75f9ef4dfa87e2,construction_inspections,BLD-22-0491096,2022-02-25,2022-02,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,Interior/Exterior Remodel,Residential Building Alterations (Renovations),1002 E 21st Ave,VM Ybor,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=00AX5&agencyCode=TAMPA
rec-53748de6d6aed862,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0491016,src-b208e93610fc6a9a,tpa-dd267489ef2eec,construction_inspections,BLD-22-0491016,2022-02-23,2022-02,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,REISSUE - SPECIAL RESTAURANT 10 seats or less,Commercial Building Alterations (Renovations),226 S Boulevard,Hyde Park Spanishtown Creek,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=00A7B&agencyCode=TAMPA
rec-763fc2b656df116a,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0490741,src-4140822df5f11306,tpa-fd1eb71a2f277d,construction_inspections,BLD-22-0490741,2022-02-13,2022-02,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,REISSUE - New 2 Story SFR,Residential New Construction and Additions (1 and 2 Family),6705 S Gabrielle St,Interbay - South of Gandy,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=0084D&agencyCode=TAMPA
rec-833f72b57e2e2db1,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0491621,src-a804bd2c1957f624,tpa-1d4f8428b874f4,construction_inspections,BLD-22-0491621,2022-02-22,2022-02,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,REISSUE - Owner - Interior and exterior remodel and repair,Residential Building Alterations (Renovations),7703 N Arden Ave,Old Seminole Heights,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=00F01&agencyCode=TAMPA
rec-b4a2be926a66b261,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0490631,src-5fa2b80e193d6eee,tpa-0b33f5aeb24483,construction_inspections,BLD-22-0490631,2022-02-08,2022-02,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,REISSUE - UNIT B: Townhome,Residential New Construction and Additions (1 and 2 Family),5108 Old Columbus Dr,Florence Villa,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=00771&agencyCode=TAMPA
