record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-a1a6c788d59b6c3d,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-10-0354574,src-354fef1eb0bfdbca,tpa-c24a4a51e94f0c,construction_inspections,BLD-10-0354574,2010-07-26,2010-07,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,Issued,Expedited Project | Reissue comm remodel,Commercial Building Alterations (Renovations),4202 N 34TH St,East Tampa 1,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=10HIS&capID2=00000&capID3=0FFWH&agencyCode=TAMPA
