record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-25299f5b52745778,CAPITAL_IMPROVEMENTS|NATIVE|WTR-20-0001.13,src-e210cdb50c6ffd70,tpa-b58c22dbdb5b41,capital_improvements,WTR-20-0001.13,2024-01-17,2024-01,capital_planned_start,planstart,source_reported_plan,1,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Construction in Progress,DLTWTF Master Plan Task Order 013 Filter Improvements,Water,,Old Seminole Heights,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2fWTR-20-0001.13.pdf
rec-6b912fd9d47347fb,CAPITAL_IMPROVEMENTS|NATIVE|1002148|GLOBALID|{92C3CF19-A9AC-4B85-B418-E1F399E3436A},src-2a053f4986ed2638,tpa-a230454c33a207,capital_improvements,1002148,2024-01-31,2024-01,source_record_created,created_date,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,90% Design Completion,Hanna Avenue Phase II (22nd St to 30th St),Transportation,,Seminole Heights East,https://apps.tampagov.net/Directory_Lister/FileHandler.ashx?file=GIS%2f1002148.pdf
rec-06e400d757efece0,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0506585,src-2e336fe861087333,tpa-1a8940b3c32fba,construction_inspections,BLD-24-0506585,2024-01-31,2024-01,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,Re-issued PRIVATE PROVIDER:ADDITION,Residential New Construction and Additions (1 and 2 Family),3405 W Vasconia St,Palma Ceia,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=005S6&agencyCode=TAMPA
rec-4025dbfcb3f01724,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0506460,src-68bbf96f24688284,tpa-3744d63d8bdce5,construction_inspections,BLD-24-0506460,2024-01-24,2024-01,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,REACTIVATED - Change of Use - Grand Cathedral Cigars,Commercial Building Alterations (Renovations),2201 N Florida Ave,Tampa Heights,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=004H3&agencyCode=TAMPA
rec-43a9bb5b94fb8b79,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0506455,src-2e1b66cbee1cacbe,tpa-6cd24b8246e782,construction_inspections,BLD-24-0506455,2024-01-24,2024-01,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,REISSUE - OWNER: ATF: Addition & Int/Ext-Remodel - CMP-23-0016715,Residential New Construction and Additions (1 and 2 Family),2119 W Burke St,Armenia Terrace | Bour Lands | Al Dana Park,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=004EE&agencyCode=TAMPA
rec-440cf4280c8db6b6,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0506565,src-f9d80a00878ffb79,tpa-4770863b3e2e8b,construction_inspections,BLD-24-0506565,2024-01-30,2024-01,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,"06/18/25 KPI | Conversion of SFR to Congregate Living Facility: 8beds""Work Commenced under related BTR records",Commercial Building Alterations (Renovations),8117 N 11th St,Sulphur Springs,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=005M3&agencyCode=TAMPA
rec-5c1febe1ba93bd10,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0506094,src-df8a394abc691bcc,tpa-dda2d4f1190680,construction_inspections,BLD-24-0506094,2024-01-02,2024-01,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,03-24-25 KPI | Reactivated: SEC: COT G8 Proposed Fueling & CNG Storage,Commercial New Construction and Additions,110 S 34th St,Palmetto Beach,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=00077&agencyCode=TAMPA
rec-78de2a4aa395f1c8,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0506351,src-5ce1a4fab72a9aea,tpa-59276e63a76570,construction_inspections,BLD-24-0506351,2024-01-17,2024-01,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Revision,PRIVATE PROVIDER: NEW SFR-2 Story,Residential New Construction and Additions (1 and 2 Family),905 S Golf View St,Golfview,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=00399&agencyCode=TAMPA
rec-78fc9064a3aaf94b,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0506561,src-aedfc4b29c5df060,tpa-605bc42d317d0a,construction_inspections,BLD-24-0506561,2024-01-30,2024-01,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,Re-opened PRIVATE PROVIDER: New 1-Sty SFR,Residential New Construction and Additions (1 and 2 Family),907 E 26th Ave,VM Ybor,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=005L3&agencyCode=TAMPA
rec-a348430852c698f6,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-24-0506507,src-11463b8245d91013,tpa-24fa065157d63e,construction_inspections,BLD-24-0506507,2024-01-25,2024-01,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-08-23,2026-08,2026-08-23,2026-08,1,1,Issued,FEMA: ALF 5 or less,Residential Building Alterations (Renovations),4715 W Lawn Ave,Bayside West,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=004Y6&agencyCode=TAMPA
