record_id,record_identity,source_record_key,activity_id,source_name,source_record_id,event_date,event_month,event_date_type,event_date_source_field,event_date_basis,event_date_is_planned,event_date_is_after_snapshot,first_observed_date,first_observed_month,last_observed_date,last_observed_month,snapshot_date,snapshot_month,observation_count,currently_observed,status,project_name,record_type,address,neighborhood,source_url
rec-02d27e2872d50310,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0494560,src-99b6198e9e2bd799,tpa-2db7fb2eea1516,construction_inspections,BLD-22-0494560,2022-07-12,2022-07,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,Revision,FEMA:PRIVATE PROVIDER: THRESHOLD:SHELL/COMPLETE: Phase 2: Shell to Complete - Mariner Street Apartments,Commercial New Construction and Additions,5415 Mariner St,Beach Park,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=01W5Z&agencyCode=TAMPA
rec-047e7995f7791f7e,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0494979,src-7451a93ccbe22933,tpa-36ad6041610976,construction_inspections,BLD-22-0494979,2022-07-05,2022-07,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,Revision,Facilitated Project | Warehouse Development Site & foundation for all 3 bldgs,Commercial New Construction and Additions,4130 W Gandy Blvd,Gandy / Sun Bay South,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=01ZWN&agencyCode=TAMPA
rec-1f289cbf367a3d3a,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0494994,src-6c08020c5c259dd0,tpa-eeaf5c329d41df,construction_inspections,BLD-22-0494994,2022-07-28,2022-07,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,Issued,Re-issued kitchen remodel,Residential Building Alterations (Renovations),2718 N Myrtle Ave,Riverside Heights,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=0201V&agencyCode=TAMPA
rec-2b02fbe55f30487a,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0495024,src-7350036b4c61e509,tpa-f75ff8f74a0147,construction_inspections,BLD-22-0495024,2022-07-29,2022-07,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,Issued,Re-opened Addition: Original issuance date 07/24/2023,Residential New Construction and Additions (1 and 2 Family),3401 W Carrington St,Bayshore Beautiful,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=02095&agencyCode=TAMPA
rec-451c440cbeb83df5,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0494473,src-872f4ca97dd920f9,tpa-4a20733feee759,construction_inspections,BLD-22-0494473,2022-07-01,2022-07,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,Revision,Mstr Site and Bldg 1 of 3: Gator Automotive Building,Commercial New Construction and Additions,5220 S Lois Ave,Gandy / Sun Bay South,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=01V6H&agencyCode=TAMPA
rec-528a94f8235d1b76,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0494678,src-1815026c7a3f63ae,tpa-dc1fb87492a018,construction_inspections,BLD-22-0494678,2022-07-16,2022-07,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,Issued,Bldg 3 of 3: RV Building A,Commercial New Construction and Additions,5220 S Lois Ave,Gandy / Sun Bay South,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=01X6V&agencyCode=TAMPA
rec-74d4bfbc03b7fbc8,CONSTRUCTION_INSPECTIONS|NATIVE|BLD-22-0494664,src-1fe0376d3aae7a32,tpa-0433a4fc97b4f8,construction_inspections,BLD-22-0494664,2022-07-15,2022-07,permit_record_created,CREATEDDATE,source_record_metadata,0,0,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,Issued,FEMA:PRIVATE PROVIDER: 3-Story SFR,Residential New Construction and Additions (1 and 2 Family),20 S Treasure Dr,Beach Park,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=01X43&agencyCode=TAMPA
rec-aaaccd9f8b54da79,SINGLE_FAMILY_PERMITS|NATIVE|BLD-22-0492986,src-a52f8321f3ddaa1c,tpa-41238681b24c3a,single_family_permits,BLD-22-0492986,2022-07-14,2022-07,permit_issued,TASK_STATUS_DATE,source_reported_event,0,0,2026-08-23,2026-08,2026-09-01,2026-09,2026-09-01,2026-09,2,1,Issued | Issued,Residential New Construction and Additions (1 and 2 Family),Residential | New Construction and Additions | Building,3203 W Nassau St,Midtown Tampa,https://arcgis.tampagov.net/arcgis/rest/services/OpenData/Planning/MapServer/32
